dish_name,count
"Tejszínes-kakukkfüves gombakrémleves, kruton Bbq csirkemell, sült burgonya, őszi saláta",6
Tejszínes feketeribizli krémleves cézár saláta csirkével,6
"Zúza gulyásleves csipetkével rostonsült csirkecomb, görögsaláta, sült burgonya",6
"Tejszínes erdei gyümölcsleves pecsenye kacsacomb, petrezselymes burgonya",6
Tarhonyás hús céklasalátával,6
"Sütőtökkrémleves grillezett csirkemell sajtmártással, mogyoróburgonya",6
Sült császár vegyes körettel,6
"Zúzapörkölt, tarhonya",6
"Sós karamellás körteleves Bbq sült oldalas, fűszeres burgonya, amerikai saláta",6
"Édesburgonya krémleves tépett libahússal és cheddar sajttal töltött karaj chilis panko morzsában, párolt brokkoli, rizs",6
Szárnyas húsleves,6
"Rizses hús, savanyúság",6
"Rántott jérce, rizs",6
"Retro paradicsomleves, betűtészta pacalpörkölt, sós burgonya",6
Libaleves daragaluskával töltött káposzta,6
"Kínai zöldségleves, üvegtészta csirkehúsos thai tészta",6
Körteleves,6
Lecsós sertéskaraj tarhonyával,6
"Leves + burbon Bbq csirkecomb, hasselback burgonya",6
"Leves + csülök egészben sütve, steak burgonya, hagyma mártás",6
"Leves + lazac steak, spárga vajon, burgonya gratin",6
Libaragu leves,6
Konyhakerti gulyás,6
"Magvas rántott szelet, rizs",6
"Póréhagymás burgonyakrémleves, bacon ropogós sült csülök, bajor káposzta, fűszeres burgonya",6
Marha gulyásleves sajtos-tejfölös gnocchi,6
"Marhahúsleves rántott camembert gyümölcsökkel, krokett",6
"Meggykrémleves császármorzsával pljeskavica, sült burgonya, ajváros kevert saláta",6
"Meggyszósz, sült csirkecombbal",6
Krumplis tészta c: mákos nudli,6
"Kijevi csirkemell, burgonyapüré",6
"Májgaluska leves chilis sajt nuggets, sült burgonya, tzatziki saláta",6
Házi mákos nudli,6
"Hideg gazpacho,fokhagymás ciabattával roston sült csirkemell, márványsajtos kukoricasaláta, rizs",6
Hideg gyümölcskrém leves tejszínhabrózsával vadas sertésszelet zsemlegombóccal,6
"Hideg gyümölcskrémleves, tejszínhabrózsa fokhagymás pecsenye kacsamáj, tepsis burgonya",6
"Hideg körteleves sós karamellel roston csirkecomb, görögsaláta, sült burgonya",6
"Hideg mentás meggykrém leves sertéskaraj ropogós hagymabundában, sült burgonya, kovászos uborka",6
Hortobágyi sertésragu szarvacska,6
"Húsleves lassan fõtt oldalassal, lúdgége tészta Milánói gnocchi",6
Kijevi csirkemell mexikói rizs,6
"Joghurtos szamócakrémleves, túrógombóc lasagne",6
"Kacsahúsleves, gyufatészta csirke nuggets variációk, rizs, aszalt paradicsomos mártogatós",6
"Kapros palócleves ananászos csirkemell, jázmin rizs",6
Karfiol krémleves fokhagymás pirítóssal,6
"Karfiolkrémleves,levesgyöngy zöldfűszeres csirkecomb filé, jázmin rizs, kukoricasaláta",6
Kijevi csirkemell kukoricás rizzsel,6
"Mentás meggyleves roston sült csirkemell, mogyoróburgonya, sajtmártás",6
"Marha gulyásleves csirkemell pankó morzsában, jázmin rizs, márványsajtos kukoricasaláta",6
Májgombóc leves - csontleves cérnametélttel,6
"Parajkrémleves-fokhagymás leves, gyöngy pecsenye kacsacomb, tepsis burgonya",6
"Orjaleves, lúdgége tészta pacal pörkölt, sós burgonya",6
Orly bundában sült csirkeszárny burgonyapürével,6
Palóc leves gnocchi carbonara,6
Palóc leves túrós csusza,6
"Pankó morzsás jérce, mexikói rizs",6
"Pankómorzsában sült sertésszelet párolt rizzsel, amerikai saláta",6
Pecsenyeleves lasagne,6
"Orjaleves kolbászhússal, lúdgége tészta Gyros sült burgonyával, friss saláta, pita",6
"Pecsenyeleves csigatésztával pljeskavica, ajváros kevert saláta, sült burgonya",6
"Pecsenyeleves gazdagon tépett libahúsos hamburger, sült burgonya",6
Petrezselymes galuska leves,6
Pincepörkölt csemegeuborkával,6
Ponty halászlé gyufatésztával túrógombóc diós bundában,6
"Póréhagyma-krémleves, kruton marhalábszárpörkölt, galuska",6
"Orjaleves, daragaluska pacalpörkölt, sós burgonya",6
"Zellerkrémleves rablóhús nyárson, majonézes rizssaláta",6
"Málnakrémleves Bbq csirkeszárny falatok, fűszeres burgonya, amerikai saláta",6
"Narancsos sütőtök krémleves dijoni sertésszűz, majonézes burgonyasaláta",6
Nyírségi raguleves,6
"Orjaleves csigatésztával zöldfűszeres bundában sült karaj, kukoricás rizs",6
"Oldalas, törtburgonya",6
"Borzas szelet, rizzsel",5
Csirkemell jóasszony módra hasábburgonya,5
"Csontleves cigánypecsenye, fűszeres burgonya, savanyúság",5
Dejós tészta,5
"Dubarry szelet, burgonyapüré",5
Bakonyi gombaleves,5
Csirkemelles lasagna,5
"Erdei gyümölcsmártás, Párizsi szelet",5
Babgulyás leves - marhahúsleves tésztával,5
"Főételek: -sertéspörkölt tésztával, csemegeuborkával",5
Csikós tokány tarhonya,5
"Borsostokány tésztával, uborkasalátával",5
Forró meggyleves,5
Bakonyi vajgaluska leves,5
Erőleves tojással,5
"Camemberttel, póréhagymával töltött sertéskaraj rántva, rizs, tartármártás",5
"Bankfalusi szelet, petrezselymes burgonya",5
"Fokhagymás sertéssült, törtburgonya, párolt káposzta",5
Burgonya főzelék vagdalttal,5
"Csülökpörkölt, tészta",5
"Fokhagyma krémleves,olivás ciabatta marhalábszár pörkölt,galuska",5
Brokkoli krémleves - gyümölcsleves,5
Fokhagyma krémleves zsemlekockával,5
Bolognai penne,5
Bisztró gulyás,5
Magyaros karfiolleves,5
Babgulyás füstölt csülökkel túróval töltött gombóc dióbundában,5
"Zöldborsófőzelék, göngyölt hús",5
"Párizsi csirkemell, meggyszósz",5
Paprikás burgonya kolbásszal,5
Rántott zöldségek jázmin rizs tartár mártás,5
"Mustáros sertés, vajas petrezselymes spagetti",5
"Szecsuáni csirkemell, sült tésztával",5
Szegedi gulyásleves - szárnyas raguleves,5
Töltött káposzta tejföllel,5
"Pilvax"" szelet, rizibizi",5
"Pankómorzsás csirkemell, rizibizi",5
"Kelkáposzta főzelék, sertéspörkölt",5
"Kapros pulykaragu, tésztával",5
Húsleves cérnametélttel,5
"Gyümölcsfőzelék, Párizsi szelettel",5
"Gyümölcs főzelék, Párizsi csirkemell",5
"Csevap, friss saláta, sültburgonya",5
"Gombapörkölt, nokedli",5
"Resztelt máj, törtburgonya, savanyúság",5
"Rántott csirkecomb, petrezselymes burgonya",5
"Ananászos csirkemell, párolt rizs",5
Zúzapörkölt galuskával,5
Alföldi gulyásleves,5
Kijevi csirkemell petrezselymes burgonyával,5
Garnélás tészta,5
Zöldbabfőzelék vagdalttal,5
Tárkonyos sertésraguleves,5
Ananászos csirkemell kukoricás rizs,5
Sárgaborsó főzelék sertés pörkölttel,5
"Csemege karaj, párolt káposzta, törtburgonya",5
Mézes - mustáros csirkemell bulgurral,5
Jókai bableves - liba raguleves,5
Kakaspörkölt tésztával,5
"Krumplifőzelék, fasírttal",5
Krumplileves,5
"Körömpörkölt, sósburgonya, saláta",5
Lestyános szárnyas raguleves,5
Mákos vagy sajtos nudli,5
"Gombaleves magyarosan, csipetkével",5
Szabolcsi töltött káposzta,5
Gombás sertésapró tésztával,5
Rántott libamáj kéksajtos körtekosárral és krokett,5
Sajtburger,5
Grízes tészta öntettel,5
"Töltött csirkecomb, püré",5
"Rántott szelet, vegyes köret",5
"Vadas sertésszelet, galuska",5
"Rántott szelet, steak burgonya",5
"Rántott sertésszelet, petrezselymes burgonya, savanyúság",5
Vaníliakrémes palacsinta,5
"Rántott sertés szelet, rizibizi, saláta",5
"Velővel töltött rántott hús, rizibizi",5
"Rántott karfiol és camembert sajt vegyes köret, tartármártás",5
Tárkonyos libaragu leves,5
Zsemlegombócleves,5
"Rántott csirkemell, zöldséges bulgur",5
"Rántott csirkecomb, burgonyapüré",5
"Rántott camembert, krokett, áfonya, barack",5
Szezámmagos rántott hal majonézes burgonya saláta,5
"Zöldbabfőzelék, vagdalt",5
"Zöldborsó főzelék, rántott szelet",5
"Rántott camembert sajt, kukoricás rizs",5
"Zöldborsófőzelék, fasírozott",5
Ropogós sült fokhagymás libacomb vagy kacsacomb párolt káp. és krokettel,5
"Sajtburger, 0,33dl üdítővel",5
"Sajtburger, 0,33l üdítővel",5
Rakott Kolozsvári káposzta,5
"Sertéspaprikás, galuska",5
Szemes bableves csülökkel,5
"Szemes babfőzelék, sült lecsókolbász",5
Szecsuáni csirkemell bulgurral,5
"Sonkával töltött rántott sajt, sültburgonya",5
"Szezámmagos rántott szelet, vegyes köret",5
"Sokmagvas szelet, rizibizi",5
Szárnyas erőleves zöldségekkel,5
"Sobri szelet, galuska",5
Sárgaborsó krémleves - gyümölcsleves,5
"Sertéspörkölt, sós burgonya, saláta",5
Sólet töltött libanyakkal,5
"Sajttal töltött karaj, sültburgonya",5
Tejfölös burgonyaleves - csontleves cérnametélttel,5
Tejfölös gombaleves,5
"Sertéskaraj zöldfűszeres pankómorzsa bundában, burgonyapüré",5
"Tejfölös pácolt csirkemell rántva, vegyes köret",5
"Sertéskaraj vadasan, csőtészta",5
"Sertéskaraj erdei gombákkal, tészta",5
"Sertés pörkölt tarhonyával, saláta",5
Tejfölös vajbableves,5
"Sertés burger, sült krumplival. : 2290.",5
"Savanyú malacleves rántott camembert, krokett, gyümölcsös áfonya",5
Zöldségleves reszelt tésztával,5
"Zöldbabfőzelék, Stefánia",5
"Paradicsomos húsgombóc, sós burgonya",5
Korhelyleves - csontleves cérnametélttel,5
Kínai zöldségleves csirkehúsos thai tészta,5
"Párizsi csirkemell csíkok, petrezselymes burgonya, saláta",5
Körömpörkölt sós burgonyával,5
Lencsefőzelék sült kolbásszal,5
"Piszkeszósz, rántott jércemell",5
Levesek,5
"Levesek: -orjaleves, -szezonális krémleves, -lebbencsleves",5
"Pirított sertés máj, sós burgonya, saláta",5
Penne négysajt mártással,5
"Pecsenyeleves rántott ponty, petrezselymes burgonya, tartármártás",5
Maláj rizses csirke,5
"Marhapörkölt, főttburgonya",5
"Mediterrán csirkecomb , petrezselymes újburgonyával",5
Palóc leves,5
Pacal főtt burgonyával,5
"Orly csirkemell, sajtos rizi-bizi",5
Olasz zöldségleves - gyümölcsleves,5
"Mátrai borzaska, fokhagymás tejföl, burgonyapüré",5
"Mustáros flekken, törtburgonya",5
Káposztás tészta c: mákos nudli,5
"Kemencés libacomb vagy kacsacomb krokettel, fahéjas sült almával",5
"Óvári sertés szelet, törtburgonya",5
Hortobágyi palacsinta,5
"Gyros, friss saláta, pita",5
"Halrudak, kukoricás rizs",5
"Pásztortarhonya, savanyúság",5
"Hawaii csirkemell, rizs",5
Sültes tálat szombati és vasárnapi elvitelre készítünk,5
"Hideg kovászosuborka-krémleves, kolbászmorzsa pljeskavica, sült burgonya, friss saláta ajvárral",5
"Párizsi sertéscsíkok, vegyes köret, saláta",5
"Holstein szelet, sültburgonya",5
"Kelkáposzta főzelék, sertéssült",5
"Mustáros sertés, vajas spagetti",5
Párizsi karaj burgonya pürével,5
Házi túrógombóc tejföllel,5
Húsgombóc paradicsommártással,5
"Húsmentes ételeink: -rizsfelfújt málnaszósszal, - zöldséges lasagne",5
"Debreceni szelet, kagylótészta",5
Joghurtos erdei gyümölcsleves,5
Karfiol krémleves,5
"Szárazbabfőzelék, marhapörkölttel",4
Savanyú burgonyaleves kolbásszal,4
Sajtos-tejfölös nudli,4
Sertéspörkölt tésztával,4
"Töltött csirkecomb, petrezselymes burgonyával",4
"Camemberttel sült sonkás csirkemell, rizs",4
"Zöldbabfőzelék, sült oldalas",4
Csülkös gulyás leves,4
"Cordon Bleu, steakburgonya",4
"Csabai töltött karaj, tört burgonya",4
"Búbos hús, rizibizi",4
"Burgonyafőzelék, mustáros tépett sertéshús, ropogós bundában",4
"Csirkecomb filé májával csőben sütve, petr. burg.",4
"Budapest szelet, tészta",4
Brokkoli leves,4
"Borsos aprópecsenye, tészta",4
Bolognai lasagne,4
"Csirkecomb jóasszony raguval, rizs",4
Betyárgulyás,4
Bakonyi sertésszelet tésztával,4
Baconos - gombás spagetti,4
Zöldséges lasagne,4
Csülkös pacalpörkölt főttburgonya,4
Babgulyás csipetkével,4
Babgulyás - libaraguleves,4
"Almafőzelék, Párizsi szelettel",4
"Csőben sült barackos csirkemell, párolt rizs c: Párizsi sertéscsíkok, petrezselymes burgonya, saláta",4
"Almafőzelék, Párizsi szelet",4
Sajttal baconnel töltött sertéskaraj párolt zöldségekkel,4
Marhapörkölt galuskával csalamádéval,4
+választható köret,4
"Pilvax"" szelet, törtburgonya",4
Őszibarack krémleves,4
"Cigánypecsenye, petrezselymes burgonya, saláta",4
Rózsa sándor tál,4
"Halpaprikás, túrós csusza",4
"Rántott szelet, petrezselymes burgonyával",4
"Rántott sajt- rántott csirkemell, párolt rizs, majonézes burgonya c: kofapecsenye tarhonyával",4
"Zöldborsós aprópecsenye, tésztával",4
"Tyúkpörkölt, tésztával",4
"Tejszínes - kapros csirkemell, bulgur",4
Sült csontos karaj krumplipüré,4
"Aranygaluska, vanília sodóval",4
"Sertéspörkölt, galuskával",4
Baconbe göngyölt csirkecomb vegyes körettel,4
"Sajttal töltött szelet, rizibizivel",4
"Baconös brokkolis csirkemell csőben, krokett",4
"Sajttal - őszibarackkal töltött szelet, rizzsel",4
"Rántott szelet, zöldséges rizs",4
"Rántott sertésszelet, petrezselymes burgonya",4
Csevapcsicsa kocka burgonya kapros öntet,4
"Rántott sajt - rántott csirkemell, párolt rizs, majonézes burgonya",4
"Rántott csirkecomb, kukoricás rizs",4
Rántott csirkecomb rizi-bizi,4
Disznótoros tepsis burgonya,4
"Pilvax szelet, petrezselymes burgonya",4
"Pilvax"" szelet, burgonyapüré",4
"Pacalpörkölt, sósburgonyával",4
Hideg erdei gyümölcsleves,4
"Lencsefőzelék, pörkölttel",4
"Kelkáposzta főzelék, fasírttal",4
Lecsós szelet tarhonyával,4
"Kelkáposzta főzelék, sertéspörkölttel",4
"Lecsós sertésszelet, rizs",4
"Édes - savanyú csirkemell, bulgur",4
Almával sajttal sült csirkemell tejszínes burgonyapüré,4
"Ananászos csirkemell, rizs",4
Bbq csirkeszárny zöldséges rizs,4
"Rántott csirkeszárny, francia salátával",4
Rántott csirkemáj petrezselymes burgonya csemege uborka,4
"Roston sült csirkemell, karfiolos-pestós rizottó",4
"Rizsfelfújt, baracklekvár",4
Rizsfelfújt barack lekvárral,4
"Polpetti, vegyes köret",4
"Paradicsomos káposzta, sertéssült",4
Paprikás krumpli virslivel,4
Mézes-mustáros csirke zöldséges rizs,4
Mexikói tokány tésztával,4
"Meggyszósz, Párizsi szelet",4
"Krumplifőzelék, fasírt",4
"Kijevi sertéskaraj, törtburgonya",4
Kijevi sertéskaraj krokettel,4
"Gyümölcsmártás, rántott szelet",4
"Gyümölcsfőzelék, Párizsi szelet",4
"Erdei gyümölcsmártás, rántott jércemell",4
Currys csirkemell jázmin rizs,4
"Csülökpörkölt, sósburgonya",4
Csülökpörkölt főttburgonya,4
"Csongrádi tekercs, steak burgonya",4
Csirkemájas rizottó,4
Burgonyaleves kolbásszal,4
Burgonya krémleves,4
"Brokkoli krémleves, zsemlekocka",4
Csőben sült brokkolis csirkemell rizzsel,4
"Göngyölt hús, törtburgonya",4
"Dubarry sertés szelet, törtburgonya",4
Sokmagvas csirkemell franciasalátával,4
"Tökfőzelék, Stefánia szelet",4
Somlói galuska,4
"Mustáros sertés flekken, hagymás burgonya, saláta",4
"Rántott sertésmáj, hagymás törtburgonyával",4
Mátrai borzaska,4
"Mátrai borzaska, steak burgonya",4
Tárkonyos zöldséges húsgombócleves,4
"Rántott sertésmáj, burgonyapüré",4
Stroganoff sertés párolt rizzsel,4
Tyúkleves,4
Tyúkerő leves,4
Nyírségi gombóc leves,4
Temesvári sertéskaraj rizzsel,4
"Temesvári sertés szelet, párolt rizs",4
Olasz csirkés tészta saláta,4
"Tökmagos halfilé rántva, rizs",4
Meggyleves - csontleves,4
"Zöldbabfőzelék, sült csirkecomb",4
"Magvas bundában sült csirkemell, rizi-bizi, savanyúság",4
Libaraguleves juhtúrós sztrapacska,4
Sajtos - tejfölös makaróni,4
Snapszer leves,4
"Zöldbabfőzelék, fokhagymás natúrszelet",4
"Zöldbab főzelék, Stefánia vagdalt",4
"Sobri sertés szelet, párolt rizs",4
"Zöldbab főzelék, fokhagymás sertéssült",4
Sobri szelet galuskával,4
"Zöldbab főzelék, fasírozott",4
"Vadas sertés szelet, zsemlegombóc, csőtészta",4
Ludaskása,4
Sajtkrémleves csirkehúsos rizottó,4
"Rántott sertésszelet, rizibizi, saláta",4
"Vadas sertés szelet, tészta",4
Lyoni sertésszelet rizibizi,4
Olasz csirkés tésztasaláta,4
Olasz húsos tésztasaláta,4
"Rántott sajt, vagy rántott karaj, választható körettel",4
"Rántott sajt, sültburgonya",4
"Ropogós csülök, törtburgonya",4
Eperkrémleves - csontleves,4
"Szárnyas májas csirkemell, párolt rizs, saláta",4
Szaftos tarja tepsis burgonya,4
"Rántott csirkemell, vagy sajtbundás csirkemell, vagy",4
"Szegedi töltött sertéstekercs, petrezselymes burgonya",4
"Rántott csirkemell, petrezselymes burgonya, kompót",4
"Rántott csirkecomb, mexikói rizs",4
"Szezámmagos rántott csirkemell, párolt rizs, saláta",4
"Ropogós hekk, rizs",4
"Szárazbabfőzelék, marhapörkölt",4
"Rántott csirkecomb, almafőzelék",4
"Szezámos rántott halfilé, rizibizi, tartár",4
"Rántott camambert, burgonyapürével",4
"Rántott camambert, barack, áfonya, krokett",4
Rakott kel tejföllel,4
"Párizsi sertésszelet, vegyes köret, saláta",4
"Rántott karfiol, rizs, tartár",4
"Penne négysajt mártással, csirke nuggets",4
"Rántott sajt, rizs, tartár",4
"Paradicsomos káposzta, fasírt",4
"Szaftos csirkecomb, rizs",4
Tejfölös-baconos zöldbableves,4
Tejfölös paszúj leves,4
Tejfölös húsgombócleves,4
"Piszkeszósz, rántott szelet",4
"Sült csirkecomb, friss saláta, rizs",4
"Rántott sajt, rizibizi, tartár",4
"Rántott sajt - rántott csirkemell, párolt rizs, majonézes kukorica",4
"Sült oldalas, hagymás burgonya",4
Rántott leves,4
"Párizsi csirkemell, meggymártás",4
"Sült császárhús hagymás tört burgonya, lilakáposzta",4
Sertéssült hagymás törtburgonyával,4
"Vörösboros marharagu, tésztával",4
Körömpörkölt sós burgonya,4
Karaláb krémleves - csontleves cérnametélttel,4
Karfiolleves húsgombóccal,4
Kefíres vitamin saláta csirkehússal,4
"Kijevi csirkemell, rizibizi",4
"Kijevi szelet, petrezselymes burgonya",4
Kofapecsenye rizzsel,4
Kolozsvári rakott káposzta,4
"Kondorosi aprópecsenye, tészta",4
Konyhakerti gulyásleves,4
Káposztás rizseshús,4
Zöldségkrémleves olivás ciabattával hagymás sertéssült fokhagymás-tejfölös zsemlegombóccal,4
Zöldségkrém leves,4
Sertésraguleves,4
Zöldség krémleves,4
"Zöldborsós sertés szelet, törtburgonya",4
"Zöldborsóleves, vajas galuska",4
Lecsegulyás,4
"Sertés pörkölt, galuska, savanyúság",4
Karamellizált almaleves,4
"Kapros pulykaragu, sajtos masnival",4
"Zöldborsófőzelék, rántott csirkemell",4
Kakaspörkölt galuskával,4
Fitness menü: tonhal salát,4
Füstölt sajttal és sonkával sült csirkemell rizi-bizivel,4
"Füstölt sonkás besamelben sült csirkemell, snidlinges rizs",4
