canonical_name,variant_name,match_type
petrezselymes burgonya,"Rántott tengeri hal - rántott tintahal karika, petrezselymes burgonya, saláta",curated
burgonyapüré,"Rántott tengeri halfilé, burgonyapüré",curated
"Rántott tengeri halfilé, majonézes kukorica saláta, rizs","Rántott tengeri halfilé, majonézes kukorica, rizs",auto
petrezselymes burgonya,"Rántott tengeri halfilé, petrezselymes burgonya",curated
rizibizi,"Rántott tengeri halfilé, rizibizi, tartár",curated
burgonyapüré,"Rántott tengeri halfilé, törtburgonya",curated
rizibizi,"Rántott tengeri halszelet, majonézes burgonya c: óvári sertés java, rizibizi, saláta",curated
petrezselymes burgonya,"Rántott tengeri halszelet, petrezselymes burgonya, saláta",curated
burgonyapüré,"Rántott tengeri halszelet, petrezselymes burgonya, saláta c: fokhagymás sertéssült, tört burgonya, párolt káposzta",curated
petrezselymes burgonya,"Rántott tengeri halszelet, petrezselymes burgonya, saláta c: rablóhús, párolt rizs, fahéjas alma",curated
burgonyapüré,"Rántott tengeri halszelet, párolt rizs, saláta c: töltött csirkecomb, tört burgonya, kompót",curated
burgonyapüré,"Rántott tengeri halszelet, párolt rizs, tartármártás c: házi disznótoros, tört burgonya, párolt káposzta",curated
rizibizi,"Rántott tengeri halszelet, rizibizi, saláta",curated
rizibizi,"Rántott tengeri halszelet, rizibizi, saláta c: Bakonyi sertés szelet galuskával",curated
rizibizi,"Rántott tengeri halszelet, rizibizi, tartármártás",curated
petrezselymes burgonya,"Rántott tengerihal, párolt rizs, tartármártás c: roston sült tarja hagymásan, tükörtojás, petrezselymes burgonya, saláta",curated
petrezselymes burgonya,"Rántott tengert halfilé, petrezselymes burgonya",curated
petrezselymes burgonya,"Rántott tőkehal, petrezselymes burgonya",curated
petrezselymes burgonya,"Rántott tőkehalfilé, petrezselymes burgonya",curated
burgonyapüré,"Rántott velő - rántott gomba, rizibizi, majonéz c: töltött csirkecomb, tört burgonya, saláta",curated
"Rántott velő dollár burgonya, tartár","Rántott velő dollár burgonyával, tartárral",auto
burgonyapüré,"Rántott velő, burgonyapüré",curated
hasábburgonya,"Rántott velő, sültburgonya, tartár",curated
hasábburgonya,"Rántott velő, sültburgonya, tartármártás",curated
Rántott velő vegyes köret,"Rántott velő, vegyes körettel",auto
csontleves,Rózsagulyásleves - csontleves cérnametélttel - fokhagymakrémleves krutonnal,curated
rizibizi,"Sajt - sonka tekercs, rizibizi",curated
hasábburgonya,"Sajt bundás rántott szelet, sültburgonya",curated
burgonyapüré,"Sajtbundás rántott szelet, burgonyapüré",curated
burgonyapüré,"Sajtbundás sertés szelet, burgonyapüré",curated
Sajtburger 2190.,Sajtburger,auto
hasábburgonya,"Sajtburger, sült krumplival",curated
Sajtkrémes csirkemell tepsis burgonyával,Sajtkrémes csirkemell tepsis burgonya,auto
Sajtkrémleves pesztós zsemlekockával,Sajtkrémleves pesztós zsemlekocka,auto
rizibizi,Sajtmártásos csirkemell rizibizi,curated
hasábburgonya,"Sajtos - kolbászos rántott tekercs, sültburgonya",curated
hasábburgonya,"Sajtos - kolbászos sertés karaj, sültburgonya",curated
hasábburgonya,"Sajtos - tejfölös csirkemell, sültburgonya",curated
petrezselymes burgonya,"Sajtos - tejfölös pulykamell, petrezselymes burgonya",curated
rizibizi,Sajtos - tejfölös sült csirkemell szeletek rizibizi,curated
Sajtos vagy mákos nudli,Sajtos / mákos nudli,auto
rizibizi,Sajtos csirke rizibizi,curated
rizibizi,"Sajtos csirkemell csőben sütve, rizibizi",curated
petrezselymes burgonya,"Sajtos gombás sertés batyu, petrezselymes burgonya, saláta",curated
petrezselymes burgonya,"Sajtos gombás sertés batyu, petrezselymes burgonya, saláta c: rakott kel",curated
petrezselymes burgonya,"Sajtos gombás sertés batyu, petrezselymes burgonya, saláta c: rakott zöldbab",curated
rizibizi,Sajtos roston csirke szelet rizi-bizi,curated
Sajtos sonkás szűzpecsenye lecsós karikaburgonya,Sajtos sonkás szűzpecsenye lecsós karikaburgonyával,auto
hasábburgonya,Sajtos sonkás szűzpecsenye steak burgonya,curated
rizibizi,"Sajtos tejfölös csirkemell, rizibizi",curated
rizibizi,"Sajtos tejfölös pulykamell, rizibizi",curated
Sajtos tejfölös tarja karika burgonyával,Sajtos tejfölös tarja karika burgonya,auto
hasábburgonya,Sajtos tejfölös tarja steak burgonya,curated
bolognai spagetti,Sajtos tészta - Bolognai spagetti - ízes derelye,curated
Sajtos vagy mákos tészta,Sajtos tészta c: mákos tészta,auto
burgonyapüré,Sajtos töltött karaj tört burgonya,curated
petrezselymes burgonya,"Sajtos, gombás sertésbatyu, petrezselymes burgonya, saláta",curated
petrezselymes burgonya,"Sajtos- gombás sertés batyu, petrezselymes burgonya, saláta c: rakott karfiol",curated
rizibizi,"Sajtos- gombás sertés batyu, rizibizi, saláta c: rakott kel",curated
petrezselymes burgonya,"Sajtos- sonkás sertés tekercs, petrezselymes burgonya, saláta c: csirkecomb roston sütve, párolt rizs, kompót",curated
"Sajtos - tejfeles csirkecomb, tepsis burgonyával",Sajtos-tejfeles csirkecomb tepsis burgonya,auto
Mákos vagy sajtos - tejfölös nudli,Sajtos/tejfölös vagy mákos nudli,auto
rizibizi,"Sajttal - barackkal töltött szelet, rizibizi",curated
petrezselymes burgonya,"Sajttal - gombával töltött sertés java, petrezselymes burgonya, saláta",curated
burgonyapüré,"Sajttal - kolbásszal töltött sertés, burgonyapüré",curated
hasábburgonya,"Sajttal - kolbásszal töltött sertés, sültburgonya",curated
burgonyapüré,"Sajttal - kolbásszal töltött tekercs, burgonyapüré",curated
petrezselymes burgonya,"Sajttal - kolbásszal töltött tekercs, petrezselymes burgonya",curated
burgonyapüré,"Sajttal - sonkával - kukoricával töltött szelet, burgonyapüré",curated
petrezselymes burgonya,"Sajttal - sonkával - kukoricával töltött szelet, petrezselymes burgonya",curated
rizibizi,"Sajttal - sonkával - kukoricával töltött szelet, rizibizi",curated
"Sajttal - sonkával töltött szelet, zöldséges rizzsel","Sajttal - sonkával - kukoricával töltött szelet, zöldséges rizzsel",auto
rizibizi,"Sajttal - sonkával töltött karaj, rizibizi",curated
rizibizi,"Sajttal - sonkával töltött sertés batyu, rizibizi, saláta",curated
petrezselymes burgonya,"Sajttal - sonkával töltött sertés java, petrezselymes burgonya, saláta",curated
rizibizi,"Sajttal - sonkával töltött sertés tekercs, rizibizi",curated
burgonyapüré,"Sajttal - sonkával töltött sertés, burgonyapüré",curated
rizibizi,"Sajttal - sonkával töltött sertés, rizibizi",curated
rizibizi,"Sajttal - sonkával töltött szelet, rizibizi",curated
rizibizi,"Sajttal - sonkával töltött szelet, rizibizivel",curated
burgonyapüré,"Sajttal - sonkával töltött tekercs, burgonyapüré",curated
petrezselymes burgonya,"Sajttal - őszibarackkal töltött szelet, petrezselymes burgonya",curated
rizibizi,"Sajttal - őszibarackkal töltött szelet, rizibizi",curated
petrezselymes burgonya,"Sajttal gombával töltött sertés java, petrezselymes burgonya, saláta c: Brassói aprópecsenye, saláta",curated
rizibizi,"Sajttal gombával töltött sertés java, rizibizi, saláta c: brokkolis csirkemell csőben sütve, vajas burgonya, saláta",curated
petrezselymes burgonya,"Sajttal sonkával töltött batyu, petrezselymes burgonya",curated
rizibizi,"Sajttal sonkával töltött sertés java, hagymás burgonya, saláta c: töltött csirkecomb, rizibizi, saláta",curated
burgonyapüré,Sajttal töltött csirkemell olivás burgonyapürével,curated
hasábburgonya,"Sajttal töltött csirkemell, sültburgonya",curated
rizibizi,"Sajttal töltött karaj, rizibizi",curated
hasábburgonya,"Sajttal töltött karaj, sültburgonya",curated
hasábburgonya,"Sajttal töltött rántott szelet, sültburgonya",curated
"Sajttal - gombával töltött sertés java, párolt rizs, saláta","Sajttal töltött sertés java, párolt rizs, saláta",auto
burgonyapüré,"Sajttal töltött sertés java, párolt rizs, saláta c: töltött csirkecomb, tört burgonya, kompót",curated
"Sajttal - sonkával töltött sertés java, vajas burgonya, saláta","Sajttal töltött sertés java, vajas burgonya, saláta",auto
petrezselymes burgonya,"Sajttal töltött sertés szelet, petrezselymes burgonya",curated
rizibizi,"Sajttal töltött sertés szelet, rizibizi",curated
rizibizi,"Sajttal töltött sertés tekercs, rizibizi, saláta",curated
rizibizi,"Sajttal töltött sertés tekercs, rizibizi, saláta c: csevapcsicsa, karikás burgonya, saláta",curated
rizibizi,"Sajttal töltött sertés tekercs, rizibizi, saláta c: rablóhús, vajas burgonya, saláta",curated
petrezselymes burgonya,"Sajttal töltött sertéskaraj, petrezselymes burgonya",curated
rizibizi,"Sajttal töltött sertéskaraj, rizibizi",curated
burgonyapüré,"Sajttal töltött sertésszelet, törtburgonya",curated
petrezselymes burgonya,"Sajttal töltött szelet, petrezselymes burgonya",curated
rizibizi,"Sajttal töltött szelet, rizibizi",curated
rizibizi,"Sajttal töltött szelet, rizibizivel",curated
rántott csirkemell,"Sajttal és aszalt szilvával töltött rántott csirkemell, rizs",curated
hasábburgonya,"Sajttal és gombával töltött karaj, sültburgonya",curated
petrezselymes burgonya,"Sajttal és sonkával töltött batyu, petrezselymes burgonya",curated
petrezselymes burgonya,"Sajttal- gombával töltött sertés java, petrezselymes burgonya, saláta c: rakott karfiol",curated
burgonyapüré,"Sajttal- gombával töltött sertés java, párolt rizs, saláta c: fokhagymás pulykasült, tört burgonya, párolt káposzta",curated
burgonyapüré,"Sajttal- gombával töltött sertés java, párolt rizs, saláta c: töltött csirkecomb, tört burgonya, kompót",curated
petrezselymes burgonya,"Sajttal- gombával töltött sertés java, zöldséges rizs, saláta c: sertés szelet gazdagon, petrezselymes burgonya, saláta",curated
burgonyapüré,"Sajttal- sonkával töltött sertés batyu, párolt rizs, párolt zöldség c: fokhagymás pulykasült, tört burgonya, párolt káposzta",curated
burgonyapüré,"Sajttal- sonkával töltött sertés batyu, rizibizi, saláta c: fokhagymás pulykasült, tört burgonya, párolt káposzta",curated
rizibizi,"Sajttal- sonkával töltött sertés java, hagymás burgonya, saláta c: rántott tengeri halszelet, rizibizi, saláta",curated
petrezselymes burgonya,"Sajttal- sonkával töltött sertés java, petrezselymes burgonya, saláta c: roston sült csirkecomb, párolt rizs, kompót",curated
burgonyapüré,"Sajttal- sonkával töltött sertés java, párolt rizs, párolt zöldség c: fokhagymás sertéssült, tört burgonya, párolt káposzta",curated
rizibizi,"Sajttal- sonkával töltött sertés java, rizibizi, saláta c: tejszínes gombás csirkemell tésztával",curated
burgonyapüré,"Sajttal- sonkával töltött sertés tekercs, párolt rizs, kompót c: töltött csirkecomb, tört burgonya, párolt káposzta",curated
rizibizi,"Sajttal-gombával töltött sertés java, rizibizi, saláta c: bánfi sertés máj, petrezselymes burgonya, saláta",curated
rizibizi,"Sajttal-gombával töltött sertésjava, rizibizi, saláta c: bánfi sertésmáj, petrezselymes burgonya, saláta",curated
petrezselymes burgonya,"Sajttal-sonkával töltött sertés java, gombás rizs, saláta c: sertés szelet jóasszony módra, petrezselymes burgonya, saláta",curated
burgonyapüré,"Sajttal-sonkával töltött sertés tekercs, tört burgonya, saláta c: tejszínes gombás csirkemell tésztával",curated
burgonyapüré,Sarkadi pecsenye krumplipüré,curated
hasábburgonya,Saslik sajtos sültburgonya,curated
csontleves,Savanyú burgonya leves kolbásszal - csontleves,curated
gyümölcsleves,Savanyú burgonya leves kolbásszal - csontleves - gyümölcsleves,curated
gyümölcsleves,Savanyú krumplileves - gyümölcsleves,curated
savanyúság,Savanyú káposztaleves,curated
savanyúság,Savanyú káposztaágyon sült sertés csülök,curated
savanyúság,"Savanyú káposztaágyon sült sertés csülök, burgonyával",curated
hasábburgonya,"Sertés budapest módra, sültburgonya",curated
hasábburgonya,"Sertés burger, sült krumplival. : 2290.",curated
petrezselymes burgonya,"Sertés csíkok Orly módra, petrezselymes burgonya, saláta c: töltött csirkecomb, zöldséges rizs, kompót",curated
petrezselymes burgonya,"Sertés csíkok Stroganoff módra, petrezselymes burgonya",curated
hasábburgonya,"Sertés csíkok, Stroganoff módra, steak burgonya",curated
hasábburgonya,"Sertés dubary módra, sültburgonya",curated
burgonyapüré,"Sertés erdőkerülő módra, burgonyapüré",curated
hasábburgonya,"Sertés erdőkerülő módra, steak burgonya",curated
hasábburgonya,"Sertés flekken, bajor káposzta steak burgonya",curated
petrezselymes burgonya,"Sertés flekken, petrezselymes burgonya, saláta",curated
húsleves,Sertés húsleves,curated
gyümölcsleves,Sertés húsleves - gyümölcsleves,curated
húsleves,Sertés húsleves cérnametélttel,curated
húsleves,Sertés húsleves palacsinta tésztával,curated
húsleves,Sertés húsleves tésztával,curated
hasábburgonya,"Sertés jóasszony módra, steak burgonya",curated
hasábburgonya,"Sertés jóasszony módra, sültburgonya",curated
galuska,"Sertés paprikás, galuska",curated
sertéspörkölt,Sertés pörkölt galuska,curated
sertéspörkölt,"Sertés pörkölt tarhonyával, saláta",curated
sertéspörkölt,"Sertés pörkölt tésztával, saláta",curated
sertéspörkölt,"Sertés pörkölt, galuska, savanyúság",curated
sertéspörkölt,"Sertés pörkölt, lencsefőzelék",curated
sertéspörkölt,"Sertés pörkölt, nokedli",curated
túrós csusza,"Sertés raguleves - túrós tészta, ízes gombóc",curated
túrós csusza,"Sertés raguleves - ízes derelye, túrós tészta",curated
gyümölcsleves,Sertés raguleves / gyümölcsleves,curated
rizibizi,"Sertés rántott szelet, rizibizi",curated
rizibizi,"Sertés szelet Orly módra, hagymás burgonya, saláta c: grillezett csirkeszárny, rizibizi, párolt zöldség",curated
petrezselymes burgonya,"Sertés szelet Orly módra, petrezselymes burgonya, saláta",curated
petrezselymes burgonya,"Sertés szelet Orly módra, rántott almakarika, petrezselymes burgonya, saláta",curated
petrezselymes burgonya,"Sertés szelet Pékné módra, petrezselymes burgonya, saláta",curated
petrezselymes burgonya,"Sertés szelet budapest módra, petrezselymes burgonya, saláta",curated
petrezselymes burgonya,"Sertés szelet gazdagon, petrezselymes burgonya, saláta",curated
petrezselymes burgonya,"Sertés szelet jóasszony módra, petrezselymes burgonya, saláta",curated
petrezselymes burgonya,"Sertés szelet jóasszony módra, párolt rizs, saláta c: rántott tengeri halszelet, petrezselymes burgonya, saláta",curated
hasábburgonya,"Sertés szelet tanyasi módra, sültburgonya",curated
burgonyapüré,"Sertés szelet, tanyasi módra, törtburgonya",curated
Sertés sült barnamártással pürével és savanyított zöldségekkel,Sertés sült barnamártással pürével és savanyított zöldség raguval,auto
petrezselymes burgonya,"Sertés tokány galuskával, saláta b: csirkemell csíkok Orly módra rántott karfiol, petrezselymes burgonya, majonéz",curated
gyümölcsleves,Sertéshús leves / gyümölcsleves,curated
húsleves,Sertéshúsleves,curated
gyümölcsleves,Sertéshúsleves - gyümölcsleves,curated
húsleves,Sertéshúsleves cérnametélttel,curated
petrezselymes burgonya,"Sertéskaraj ""dubarry"" módra, petrezselymes burgonya",curated
rizibizi,"Sertéskaraj ""dubarry"" módra, rizibizi",curated
Sertéskaraj Párizsiasan csőben sült brokkolival,Sertéskaraj Párizsiasan csőben sült brokkoli,auto
"Sertéskaraj vadasan, csőtészta",Sertéskaraj vadasan csőtésztával,auto
"Sertéskaraj vadasan, tészta",Sertéskaraj vadasan tésztával,auto
burgonyapüré,"Sertéskaraj vadasan, törtburgonya",curated
burgonyapüré,"Sertéskaraj zöldfűszeres pankómorzsa bundában, burgonyapüré",curated
galuska,"Sertéspaprikás, galuska",curated
galuska,"Sertéspaprikás, nokedli",curated
sertéspörkölt,Sertéspörkölt galuska,curated
sertéspörkölt,Sertéspörkölt galuskával,curated
sertéspörkölt,Sertéspörkölt kelkáposzta főzelékkel,curated
sertéspörkölt,Sertéspörkölt kelkáposztafőzelékkel,curated
sertéspörkölt,Sertéspörkölt nokedli,curated
sertéspörkölt,Sertéspörkölt nokedlivel,curated
sertéspörkölt,Sertéspörkölt pirított tarhonya csalamádé,curated
rizibizi,Sertéspörkölt szarvacska tésztával -burgonyafőzelék Stefánia vagdalttal -töltött dagadó rizibizi,curated
sertéspörkölt,"Sertéspörkölt tarhonyával, saláta",curated
sertéspörkölt,"Sertéspörkölt tarhonyával, savanyúság",curated
sertéspörkölt,Sertéspörkölt tészta,curated
sertéspörkölt,Sertéspörkölt tészta savanyúság,curated
sertéspörkölt,Sertéspörkölt tésztával,curated
rizibizi,"Sertéspörkölt tésztával c: rántott sajt, rizibizi",curated
sertéspörkölt,Sertéspörkölt tésztával és savanyúsággal,curated
sertéspörkölt,Sertéspörkölt tésztával és uborkával,curated
sertéspörkölt,"Sertéspörkölt tésztával, csemege uborkával",curated
sertéspörkölt,"Sertéspörkölt tésztával, csemegeuborkával",curated
sertéspörkölt,"Sertéspörkölt tésztával, saláta",curated
sertéspörkölt,"Sertéspörkölt, bulgur",curated
sertéspörkölt,"Sertéspörkölt, főttburgonya",curated
sertéspörkölt,"Sertéspörkölt, orsó tésztával",curated
sertéspörkölt,"Sertéspörkölt, sós burgonya, saláta",curated
sertéspörkölt,"Sertéspörkölt, tarhonya, savanyúság",curated
rántott csirkemell,"Sertéspörkölt, tarhonya, savanyúság b: rántott csirkemell, zöldséges bulgur",curated
sertéspörkölt,"Sertéspörkölt, tarhonyával",curated
sertéspörkölt,"Sertéspörkölt, tökfőzelék",curated
sertéspörkölt,"Sertéspörkölt, tökfőzelékkel",curated
sertéspörkölt,"Sertéspörkölt, zöldbabfőzelék",curated
káposztás tészta,"Sertésragu leves - mákos guba vaníliasodóval, káposztás tészta",curated
káposztás tészta,"Sertésragu leves - rizsfelfújt, káposztás tészta",curated
"Sertésragu, orsó tésztával",Sertésragu orsó tészta,auto
hasábburgonya,Sertésszelet zöldbors mártással és steak burgonya,curated
petrezselymes burgonya,Sertéssült petrezselymes burgonya,curated
"Sertéssült vadas mártással, csőtészta","Sertéssült vadas mártással, csőtésztával",auto
burgonyapüré,"Sertéssült, tört burgonya, párolt káposzta c: ananászos csirkemell, párolt rizs",curated
burgonyapüré,"Sertéssült, törtburgonya, párolt káposzta",curated
hasábburgonya,"Sirius pecsenye hasábburgonya natúr karaj, kolbász, lilahagyma, bacon, f.sajt",curated
hasábburgonya,Sirius pecsenye steak burgonya,curated
hasábburgonya,"Sobri sertés szelet, sültburgonya",curated
galuska,Sobri szelet galuska b: tejszínes csirkecomb filé zöldséges rizs,curated
galuska,"Sobri szelet, galuska",curated
petrezselymes burgonya,"Sobri szelet, petrezselymes burgonya",curated
hasábburgonya,"Sobri szelet, steak burgonya",curated
burgonyapüré,"Sobri tekercs, törtburgonya",curated
rizibizi,"Sok sajttal töltött pulykamell rántva, rizibizi",curated
rántott csirkemell,"Sok sajttal töltött rántott csirkemell, krokett",curated
"Sokmagos halfilé, rizs, francia saláta","Sokmagos halfilé, francia saláta, rizs",auto
"Sokmagos rántott hal, francia saláta, rizs","Sokmagos rántott hal, rizs, francia saláta",auto
"Sokmagvas csirkemell, vegyes körettel",Sokmagvas csirkemell vegyes köret,auto
hasábburgonya,"Sokmagvas csirkemell, sültburgonya",curated
"Sokmagvas halfilé rántva, majonézes kukorica, rizs","Sokmagvas halfilé rántva, rizs, majonézes kukorica",auto
rántott csirkemell,"Sokmagvas rántott csirkemell, burgonyasaláta",curated
rántott csirkemell,"Sokmagvas rántott jércemell, francia saláta, rizs",curated
rántott csirkemell,"Sokmagvas rántott jércemell, krokettel",curated
rántott csirkemell,"Sokmagvas rántott jércemell, vegyes köret",curated
burgonyapüré,"Sokmagvas rántott szelet, burgonyapüré",curated
petrezselymes burgonya,"Sokmagvas rántott szelet, petrezselymes burgonya",curated
rizibizi,"Sokmagvas rántott szelet, rizibizi",curated
hasábburgonya,"Sokmagvas rántott szelet, steak burgonya",curated
hasábburgonya,"Sokmagvas rántott szelet, sültburgonya",curated
burgonyapüré,"Sokmagvas rántott szelet, törtburgonya",curated
"Sokmagvas rántott szelet, vegyes köret","Sokmagvas rántott szelet, vegyes körettel",auto
petrezselymes burgonya,"Sokmagvas szelet, petrezselymes burgonya",curated
rizibizi,"Sokmagvas szelet, rizibizi",curated
rizibizi,"Sokmagvas szelet, rizibizivel",curated
rizibizi,"Soksajtos csirkemell, rizibizi",curated
rántott csirkemell,Soksajtos rántott csirkemell pürével,curated
rántott csirkemell,"Soksajtos rántott csirkemell, püré",curated
galuska,Somlói galuska,curated
káposztás tészta,Sonkás kocka - káposztás tészta - ízes derelye,curated
rizibizi,Sonkás sajtos sült tarja szelet rizibizi,curated
rizibizi,"Sonkával rántott sajt, rizibizi",curated
rántott sajt,"Sonkával töltött rántott sajt rizzsel, tartármártás",curated
burgonyapüré,"Sonkával töltött rántott sajt, burgonyapüré",curated
hasábburgonya,"Sonkával töltött rántott sajt, hasábburgonya",curated
rántott sajt,"Sonkával töltött rántott sajt, hercegnő burgonya",curated
rántott sajt,"Sonkával töltött rántott sajt, krokett",curated
rántott sajt,"Sonkával töltött rántott sajt, püré",curated
rizibizi,"Sonkával töltött rántott sajt, rizibizi",curated
rántott sajt,"Sonkával töltött rántott sajt, rizs",curated
rántott sajt,"Sonkával töltött rántott sajt, rösztike",curated
rántott sajt,"Sonkával töltött rántott sajt, steakburgonya",curated
hasábburgonya,"Sonkával töltött rántott sajt, sültburgonya",curated
burgonyapüré,"Sonkával töltött rántott sajt, törtburgonya",curated
rántott sajt,"Sonkával töltött rántott sajt, zöldséges rizs",curated
rizibizi,"Sonkával töltött sajt, rizibizi",curated
hasábburgonya,"Sonkával töltött sajt, sültburgonya",curated
"Spenótos - sajtkrémes karaj, spagettivel",Spenótos - sajtkrémes karaj spagetti,auto
hasábburgonya,"Spenótos csirkemell csőben sütve, hasábburgonya",curated
hasábburgonya,"Sport szelet rántott sertés szelet, steak burgonya",curated
csontleves,Spárga krémleves - csontleves cérnametélttel,curated
paradicsomleves,Spárgakrém leves - paradicsomleves,curated
csontleves,Spárgakrémleves - csontleves cérnametélttel,curated
"Zöldborsófőzelék, Stefánia szelet","Stefánia szelet, zöldborsófőzelék",auto
burgonyapüré,Stefánia vagdalt burgonyapürével,curated
Stefánia vagdalt kelkáposzta főzelék,"Stefánia vagdalt, kelkáposzta főzelékkel",auto
bolognai spagetti,Stíriai metélt - Bolognai spagetti - grízes tészta öntettel,curated
"Stíriai metélt, meggyraguval","Stíriai metélt, meggyragu",auto
roston csirkemell,Svájc grill csirkemell bulgurral,curated
hasábburgonya,"Szaftos tarja, steak burgonya",curated
Szecsuáni csirke sült tésztával,"Szecsuáni csirke, sült tészta",auto
Szecsuáni csirkemell bulgurral,Szecsuáni csirkemell bulgur,auto
"Szecsuáni csirkemell, sült tésztával","Szecsuáni csirkemell, sült tészta",auto
húsleves,Szegedi gulyásleves - marha húsleves,curated
húsleves,Szegedi gulyásleves - tyúkhúsleves csigatésztával,curated
húsleves,Szegedi gulyásleves - tyúkhúsleves tésztával,curated
petrezselymes burgonya,"Szegedi töltött sertéstekercs, petrezselymes burgonya",curated
sertéspörkölt,Szemes babfőzelék sertés pörkölttel,curated
sertéspörkölt,"Szemes babfőzelék, sertéspörkölt",curated
sertéspörkölt,"Szemes babfőzelék, sertéspörkölt, sütemény",curated
gyümölcsleves,Szemes bableves - gyümölcsleves,curated
sertéspörkölt,"Szemesbab főzelék, sertéspörkölttel",curated
savanyúság,"Szerb rizses hús, savanyúság",curated
savanyúság,"Szerb rizseshús, savanyúság",curated
Szezámmagos csirkemell mexikói majonézes saláta,Szezámmagos csirkemell mexikói majonézes salátával,auto
petrezselymes burgonya,Szezámmagos csirkemell petrezselymes burgonya,curated
rizibizi,Szezámmagos csirkemell rizibizivel,curated
rizibizi,"Szezámmagos csirkemell, rizibizi",curated
rizibizi,"Szezámmagos rántott csirke, rizibizi",curated
burgonyapüré,"Szezámmagos rántott csirkecomb, burgonyapüré",curated
rántott csirkemell,"Szezámmagos rántott csirkemell - rántott karfiol, párolt rizs, majonéz",curated
rántott csirkemell,"Szezámmagos rántott csirkemell - rántott karfiol, párolt rizs, majonéz c: Holstein sertés szelet, vajas burgonya, saláta",curated
rántott csirkemell,Szezámmagos rántott csirkemell burgonya püré,curated
burgonyapüré,Szezámmagos rántott csirkemell burgonyapüré,curated
rizibizi,Szezámmagos rántott csirkemell rizibizi,curated
burgonyapüré,"Szezámmagos rántott csirkemell, burgonyapüré,csalamádé",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, gombás rizs, saláta c: Holstein sertés szelet, petrezselymes burgonya, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, petrezselymes burgonya, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, petrezselymes burgonya, saláta c: paprikás sertésszelet galuskával",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, petrezselymes burgonya, saláta c: tejszínes gombás sertésszelet rizzsel",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, párolt rizs, párolt zöldség",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, párolt rizs, párolt zöldség c: Holstein sertés java, vajas burgonya, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, párolt rizs, párolt zöldség c: rántott sertésmáj, petrezselymes burgonya, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, párolt rizs, párolt zöldség c: óvári sertés java, hagymás burgonya, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, párolt rizs, párolt zöldség c: óvári sertés java, vajas burgonya, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, párolt rizs, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, párolt rizs, saláta c: Holstein sertés szelet, petrezselymes burgonya, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, párolt rizs, saláta c: sertés szelet Pékné módra, hagymás burgonya, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, párolt rizs, saláta c: sertés szelet Pékné módra, petrezselymes burgonya, saláta",curated
rizibizi,"Szezámmagos rántott csirkemell, rizibizi, saláta",curated
rizibizi,"Szezámmagos rántott csirkemell, rizibizi, saláta c: Milánói rakott tészta",curated
rizibizi,"Szezámmagos rántott csirkemell, rizibizi, saláta c: búbos sertés java, hagymás burgonya, saláta",curated
rizibizi,"Szezámmagos rántott csirkemell, rizibizi, saláta c: cigánypecsenye, hagymás burgonya, saláta",curated
rizibizi,"Szezámmagos rántott csirkemell, rizibizi, saláta c: rablóhús serpenyőben sütve, hagymás burgonya, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, vajas burgonya, saláta c: Brassói aprópecsenye, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, vajas burgonya, saláta c: rakott zöldbab",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, vegyes köret, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, zöldséges rizs, majonéz c: tepsiben sült tarja parasztosan, hagymás burgonya, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, zöldséges rizs, majonéz c: óvári sertés java, hagymás burgonya, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, zöldséges rizs, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, zöldséges rizs, saláta c: kassai sertés java, hagymás burgonya, saláta",curated
burgonyapüré,"Szezámmagos rántott csirkemell, zöldséges rizs, saláta c: kassai sertés java, tört burgonya, saláta",curated
rántott csirkemell,"Szezámmagos rántott csirkemell, zöldséges rizs, saláta c: rakott kel",curated
Szezámmagos rántott hal majonézes burgonya saláta,"Szezámmagos rántott hal majonézes, snidlinges burgonya saláta",auto
burgonyapüré,"Szezámmagos rántott halfilé, burgonyapüré",curated
rizibizi,"Szezámmagos rántott halfilé, rizibizi, tartár",curated
rántott csirkemell,Szezámmagos rántott jércemell francia saláta,curated
rántott csirkemell,"Szezámmagos rántott jércemell, krokett",curated
rántott sajt,"Szezámmagos rántott sajt, kukoricás rizs",curated
rántott sajt,"Szezámmagos rántott sajt, püré",curated
