canonical_name,variant_name,match_type
hasábburgonya,"Szezámmagos rántott sajt, sültburgonya",curated
rizibizi,"Szezámmagos rántott sertés szelet, rizibizi, saláta",curated
rizibizi,"Szezámmagos rántott sertés szelet, rizibizi, saláta c: Milánói rakott tészta",curated
"Rántott sertés szelet, vegyes köret, saláta","Szezámmagos rántott sertés szelet, vegyes köret, saláta",auto
petrezselymes burgonya,"Szezámmagos rántott sertéskaraj, petrezselymes burgonya",curated
burgonyapüré,"Szezámmagos rántott szelet, burgonyapüré",curated
"Szezámmagos rántott sertés szelet, párolt rizs, saláta","Szezámmagos rántott szelet, párolt rizs, saláta",auto
rizibizi,"Szezámmagos rántott szelet, rizibizi",curated
hasábburgonya,"Szezámmagos rántott szelet, sültburgonya",curated
rizibizi,"Szezámmagos tőkehalfilé rántva, rizi-bizi, tartármártás",curated
burgonyapüré,Szezámos csirkefalatok tört burgonya,curated
hasábburgonya,"Szezámos csirkemell csíkok, grillzöldség, hasábburgonya",curated
rizibizi,Szezámos csirkemell rizi-bizi,curated
petrezselymes burgonya,"Szezámos csirkemell, petrezselymes burgonya",curated
rizibizi,"Szezámos csirkemell, rizibizi",curated
"Szezámos csirkemell, zöldséges bulgurral","Szezámos csirkemell, zöldséges bulgur",auto
rizibizi,"Szezámos halfilé rántva, rizibizi",curated
"Szezámos halfilé, rizs, francia saláta","Szezámos halfilé, francia saláta, rizs",auto
"Szezámos halfilé, rizs, majonézes kukorica","Szezámos halfilé, majonézes kukorica, rizs",auto
rizibizi,"Szezámos rántott csirkecomb, rizibizi",curated
rántott csirkemell,Szezámos rántott csirkemell bulgur,curated
burgonyapüré,Szezámos rántott csirkemell burgonyapüré,curated
rántott csirkemell,Szezámos rántott csirkemell kukoricás rizs,curated
"Szezámos rántott hal, rizs, francia saláta","Szezámos rántott hal, francia saláta, rizs",auto
burgonyapüré,"Szezámos rántott halfilé, burgonyapüré",curated
petrezselymes burgonya,"Szezámos rántott halfilé, petrezselymes burgonya",curated
rizibizi,"Szezámos rántott halfilé, rizibizi",curated
rizibizi,"Szezámos rántott halfilé, rizibizi, tartár",curated
rántott sajt,"Szezámos rántott sajt, püré",curated
rizibizi,"Szezámos szelet, rizibizi",curated
rántott sajt,"Szezámos, sonkával töltött rántott sajt",curated
sertéspörkölt,"Szilvás sertéspörkölt, bulgurral",curated
galuska,Sztrapacska,curated
galuska,"Sztrapacska, fokhagymás sertés",curated
rizibizi,"Szántódi ropogós, rizibizi",curated
burgonyapüré,"Szántódi ropogós, törtburgonya",curated
sertéspörkölt,"Száraz babfőzelék, sertéspörkölt",curated
sertéspörkölt,"Szárazbab főzelék, sertéspörkölt",curated
sertéspörkölt,"Szárazbab főzelék, sertéspörkölttel",curated
"Szárazbab főzelék, sült kolbász","Szárazbab főzelék, sült kolbásszal",auto
sertéspörkölt,Szárazbabfőzelék sertéspörkölttel,curated
húsleves,Szárnyas húsleves,curated
rizibizi,"Szárnyas májjal töltött sertés java rántva, rizibizi, saláta",curated
rizibizi,"Szárnyas májjal töltött sertés java rántva, rizibizi, saláta c: rakott kel",curated
csontleves,Szárnyas ragu leves - csontleves,curated
húsleves,Székely gulyásleves - szárnyas húsleves csigatésztával,curated
rizibizi,"Székelykáposzta b: rántott sajt, rizibizi, tartár",curated
csontleves,Sárgabarack - krémleves / csontleves,curated
csirkepörkölt,Sárgaborsó főzelék csirkepörkölt,curated
fasírozott,Sárgaborsó főzelék fasírozott,curated
fasírozott,Sárgaborsó főzelék fasírozottal,curated
fasírozott,Sárgaborsó főzelék fasírttal,curated
sertéspörkölt,Sárgaborsó főzelék sertés pörkölt,curated
sertéspörkölt,Sárgaborsó főzelék sertés pörkölttel,curated
sertéspörkölt,Sárgaborsó főzelék sertéspörkölttel,curated
sertéspörkölt,"Sárgaborsó főzelék sertéspörkölttel, sütemény",curated
sertéspörkölt,"Sárgaborsó főzelék, sertés pörkölt, gyümölcs",curated
sertéspörkölt,"Sárgaborsó főzelék, sertéspörkölt",curated
sertéspörkölt,"Sárgaborsó főzelék, sertéspörkölt, gyümölcs",curated
sertéspörkölt,"Sárgaborsó főzelék, sertéspörkölt, palacsinta",curated
Sárgaborsó főzelék sült csirkecomb,"Sárgaborsó főzelék, sült csirkecombbal",auto
gyümölcsleves,Sárgaborsó gulyás - gyümölcsleves,curated
túrós csusza,"Sárgaborsó gulyás - mákos guba, túrós tészta",curated
gyümölcsleves,Sárgaborsó krémleves - gyümölcsleves,curated
csontleves,Sárgaborsó leves - csontleves cérnametélttel,curated
gyümölcsleves,Sárgaborsó leves - gyümölcsleves,curated
csirkepörkölt,"Sárgaborsó-gulyás a :csirkepörkölt nokedlivel, tejfölös uborkasaláta b : Párizsi bundás répa és karfiol petrezselymes bulgurral",curated
fasírozott,Sárgaborsófőzelék fasírttal,curated
sertéspörkölt,Sárgaborsófőzelék sertéspörkölttel,curated
sertéspörkölt,"Sárgaborsófőzelék sertéspörkölttel, palacsinta",curated
sertéspörkölt,"Sárgaborsófőzelék, sertéspörkölt",curated
gyümölcsleves,Sárgaborsóleves - gyümölcsleves,curated
hasábburgonya,Sírius pecsenye tejföllel steak burgonya,curated
savanyúság,"Sörben sült csülök, tepsis burgonya, savanyúság",curated
burgonyapüré,"Sörös - mézes egyben sült karaj, burgonyapüré",curated
hasábburgonya,Sörös sült csülök steak burgonya és párolt káposzta,curated
Sült camambert zöldséges bulgurral,"Sült camambert, zöldséges bulgur",auto
burgonyapüré,Sült csirkecomb burgonyapüré,curated
burgonyapüré,"Sült csirkecomb paradicsomkarika, mozarella sajttal sütve, burgonyapüré",curated
petrezselymes burgonya,Sült csirkecomb petrezselymes burgonya uborka saláta,curated
rizibizi,Sült csirkecomb rizi-bizi,curated
burgonyapüré,"Sült csirkecomb, burgonyapürével",curated
"Gyümölcsfőzelék, sült csirkecombbal","Sült csirkecomb, gyümölcsfőzelék",auto
"Meggymártás, sült csirkecomb","Sült csirkecomb, meggymártás",auto
petrezselymes burgonya,"Sült csirkecomb, petrezselymes burgonya",curated
petrezselymes burgonya,"Sült csirkecomb, petrezselymes burgonya, savanyúság",curated
rizibizi,"Sült csirkecomb, rizibizi",curated
hasábburgonya,"Sült csirkecomb, steak burgonya",curated
burgonyapüré,"Sült csirkecomb, törtburgonya",curated
Zöldséges rizottó sült csirkemell,Sült csirkemell zöldséges rizottóval,auto
savanyúság,"Sült csirkeszárny, mexikói rizs,savanyúság",curated
burgonyapüré,Sült csontos karaj krumplipüré,curated
burgonyapüré,"Sült csontos karaj, krumplipüré b: sokmagvas csirkemell, zöldséges rizzsel",curated
Sült csontos tarja szalonnás tepsis burgonya,"Sült csontos tarja, szalonnás tepsis burgonyával",auto
burgonyapüré,Sült császár hagymás tört burgonya,curated
burgonyapüré,"Sült császár, burgonyapüré",curated
burgonyapüré,"Sült császár, törtburgonya",curated
burgonyapüré,"Sült császárhús hagymás tört burgonya, lilakáposzta",curated
burgonyapüré,"Sült császárhús, hagymás tört burgonya, csalamádé",curated
burgonyapüré,"Sült császárhús, hagymás törtburgonya",curated
"Sült csülök, tepsis burgonya",Sült csülök tepsis burgonyával,auto
burgonyapüré,"Sült csülök, törtburgonya",curated
burgonyapüré,"Sült fokhagymás tarja, burgonyapüré",curated
hasábburgonya,Sült grill kolbász hasábburgonya káposzta saláta,curated
rizibizi,Sült hagyma karikás karaj rizibizivel,curated
rizibizi,Sült hagyma karikás tarja rizibizivel,curated
"Sült hekk, majonézes salátával",Sült hekk majonézes saláta,auto
"Sült hekk, vegyes körettel",Sült hekk vegyes köret,auto
petrezselymes burgonya,"Sült hekk, petrezselymes burgonya",curated
rizibizi,"Sült hekk, rizibizi",curated
hasábburgonya,"Sült hekk, steak burgonya",curated
hasábburgonya,"Sült hekk, sültburgonya",curated
burgonyapüré,"Sült hekk, törtburgonya",curated
petrezselymes burgonya,"Sült hekktörzs, petrezselymes burgonya",curated
burgonyapüré,"Sült hekktörzs, törtburgonya",curated
burgonyapüré,"Sült hurka - kolbász, törtburgonya, savanyúság",curated
burgonyapüré,"Sült hurka, kolbász, törtburgonya, párolt káposzta",curated
burgonyapüré,Sült kacsa párolt káposztával és hagymás törtburgonya,curated
burgonyapüré,"Sült kacsa, törtburgonya",curated
burgonyapüré,"Sült kacsacomb és mell, törtburgonya",curated
burgonyapüré,"Sült kacsacomb, burgonyapüré",curated
burgonyapüré,"Sült kacsacomb, törtburgonya",curated
Sült lecsós tarja dollár burgonya,"Sült lecsós tarja, dollár burgonyával",auto
burgonyapüré,Sült malachús hagymás tört burgonya,curated
burgonyapüré,Sült malachús krumplipüré,curated
Sült malachús tepsis burgonya,"Sült malachús, tepsis burgonyával",auto
"Sült oldalas, hagymás burgonya",Sült oldalas hagymás burgonyával,auto
burgonyapüré,Sült oldalas párolt lilakáposzta/burgonyapüré,curated
hasábburgonya,Sült oldalas steak burgonya káposzta saláta,curated
hasábburgonya,Sült oldalas steak burgonya káposzta salátával,curated
burgonyapüré,"Sült oldalas zelleres - répás burgonyapürével, párolt lilakáposztával",curated
rántott csirkemell,"Sült oldalas, - rántott csirkemell, vagy rántott karaj, - frissen készült szendvicsek",curated
burgonyapüré,"Sült oldalas, burgonyapüré",curated
burgonyapüré,"Sült oldalas, fokhagymás burgonyapüré",curated
burgonyapüré,"Sült oldalas, hagymás tört burgonya, párolt káposzta",curated
petrezselymes burgonya,"Sült oldalas, petrezselymes burgonya",curated
burgonyapüré,"Sült oldalas, párolt káposzta, törtburgonya",curated
burgonyapüré,"Sült oldalas, párolt lilakáposzta, törtburgonya",curated
hasábburgonya,"Sült oldalas, steak burgonya",curated
burgonyapüré,"Sült oldalas, törtburgonya",curated
burgonyapüré,"Sült oldalas, törtburgonya, párolt káposzta",curated
burgonyapüré,"Sült pulyka, törtburgonya, párolt káposztával",curated
burgonyapüré,"Sült ropogós csülök, törtburgonya",curated
burgonyapüré,"Sült sertésborda burgonyapürével, barna mártással",curated
hasábburgonya,"Sült tarja babbal és sajttal , steak burgonya",curated
hasábburgonya,"Sült tarja babbal és sajttal , sültburgonya",curated
hasábburgonya,"Sült tarja gombával és sajttal, steak burgonya",curated
hasábburgonya,"Sült tarja, gombával, sajttal, steak burgonya",curated
burgonyapüré,Sültcsászárhús hagymás törtburgonya lila káposzta,curated
gyümölcsleves,Sütőtök krémleves - gyümölcsleves,curated
roston csirkemell,"Sütőtökkrémleves grillezett csirkemell sajtmártással, mogyoróburgonya",curated
burgonyapüré,"Tanyasi sertésszelet, burgonyapüré",curated
csontleves,Tarhonyaleves - csontleves cérnametélttel,curated
gyümölcsleves,Tarhonyaleves / gyümölcsleves,curated
Tarhonyaleves kolbászmorzsával,"Tarhonyaleves, kolbászmorzsa",auto
savanyúság,Tarhonyás hús savanyúsággal,curated
savanyúság,"Tarhonyás hús, savanyúság",curated
burgonyapüré,"Tarja gazdagon, burgonyapürével",curated
zöldségleves,Tavaszi friss zöldségleves,curated
savanyúság,"Tavaszi rizses hús, savanyúság",curated
zöldségleves,Tavaszi zöldségleves,curated
csontleves,Tavaszi zöldségleves - csontleves,curated
gyümölcsleves,Tavaszi zöldségleves - gyümölcsleves,curated
csirkepörkölt,Tavaszi zöldségleves csirkepörkölt galuskával,curated
petrezselymes burgonya,"Tavasziasan töltött sertés java rántva, petrezselymes burgonya, saláta c: fokhagymás sertés máj, tükörtojás, párolt rizs, saláta",curated
burgonyapüré,"Tavasziasan töltött sertés tekercs rántva, párolt rizs, saláta c: fokhagymás pulykasült, tört burgonya, párolt káposzta",curated
burgonyapüré,"Tavasziasan töltött sertés tekercs rántva, tört burgonya, saláta c: roston sült halszelet, párolt rizs, majonéz",curated
burgonyapüré,"Tavasziasan töltött sertés tekercs rántva, tört burgonya, saláta c: roston sült tengeri halszelet Bakonyi módra, párolt rizs",curated
burgonyapüré,"Tavasziasan töltött sertés tekercs rántva, tört burgonya, saláta c: roston sült tengeri halszelet jóasszony módra, párolt rizs, saláta",curated
burgonyapüré,"Tavasziasan töltött sertés tekercs rántva, törtburgonya, saláta",curated
petrezselymes burgonya,"Tavasziasan töltött sertés tekercs rántva, zöldséges rizs, saláta c: rablóhús, petrezselymes burgonya, kompót",curated
burgonyapüré,"Tavasziasan töltött sertés tekercs, párolt rizs, kompót c: roston sült csirkecomb, tört burgonya, saláta",curated
burgonyapüré,"Tavasziasan töltött sertés tekercs, párolt rizs, kompót c: töltött csirkecomb, tört burgonya, saláta",curated
hasábburgonya,"Tejfölös - sajtos csirkemell, sültburgonya",curated
csontleves,Tejfölös burgonyaleves - csontleves cérnametélttel,curated
gyümölcsleves,Tejfölös burgonyaleves - gyümölcsleves,curated
gyümölcsleves,Tejfölös burgonyaleves kolbásszal - gyümölcsleves,curated
csirkepörkölt,Tejfölös csirkepörkölt galuskával,curated
csirkepörkölt,Tejfölös csirkepörkölt tészta,curated
csontleves,Tejfölös gombaleves - csontleves cérnametélttel,curated
zöldségleves,Tejfölös gombaleves - zöldségleves,curated
csontleves,Tejfölös gombaleves – csontleves tésztával,curated
csontleves,Tejfölös gombleves - csontleves cérnametélttel,curated
paradicsomleves,Tejfölös karalábleves – paradicsomleves,curated
zöldségleves,Tejfölös mexikói zöldségleves,curated
burgonyapüré,"Tejfölös pikáns flekken, törtburgonya",curated
sertéspörkölt,Tejfölös sertés pörkölt tésztával 2390.,curated
sertéspörkölt,"Tejfölös sertés pörkölt, tésztával",curated
gyümölcsleves,Tejfölös zöldbableves - gyümölcsleves,curated
burgonyapüré,Tejfölös-fokhagymás csirkecomb krumplipüré,curated
"4 sajtos - tejfölös csirkemell, kukoricás rizs",Tejfölös-sajtos csirkemell kukoricás rizs,auto
"Tejszínes, gombás csirkemell kuszkusszal","Tejszínes - gombás csirkemell, kuszkusz",auto
Tejszínes - gombás csirkemell tésztával,"Tejszínes - gombás csirkemell, tészta",auto
"Tejszínes - kapros csirkemell, bulgur",Tejszínes - kapros csirkemell bulgurral,auto
Tejszínes - gombás csirkés tészta,Tejszínes csirkés - gombás tészta,auto
gyümölcsleves,"Tejszínes erdei gyümölcsleves pecsenye kacsacomb, petrezselymes burgonya",curated
gyümölcsleves,Tejszínes gombaleves / gyümölcsleves,curated
petrezselymes burgonya,"Tejszínes gombás csirkemell, párolt rizs c: sajttal- sonkával töltött sertés java, petrezselymes burgonya, saláta",curated
csontleves,Tejszínes húsgombóc leves gazdagon - csontleves,curated
galuska,"Temesvári sertés szelet, nokedli",curated
burgonyapüré,"Temesvári sertésszelet, törtburgonya",curated
Temesvári tokány tésztával,"Temesvári tokány, tészta",auto
hasábburgonya,"Tempura csirkemell, sült krumplival 2190.",curated
csontleves,Tojásleves - csontleves,curated
gyümölcsleves,Tojásleves - gyümölcsleves,curated
Köményes tojásleves,Tojásleves köményes,auto
galuska,Tojásos galuska,curated
