dish_name,count,lemmas,course,protein,cooking_method,canonical_name
Fetás-töltött gomba rizibizi,1,fetás-töltött gomba rizibizi,főétel,vegetáriánus,töltött,rizibizi
"Fetasajttal töltött pulykamell, krokett",1,"Fetasajt töltött pulykamell , krokett",főétel,csirke,töltött,"Fetasajttal töltött pulykamell, krokett"
"Feta sajttal töltött szelet, petrezselymes burgonyával",1,"Feta sajt töltött szél , petrezselymes burgonya",főétel,vegetáriánus,töltött,"Feta sajttal töltött szelet, petrezselymes burgonyával"
Felvidéki raguleves,1,felvidéki raguleves,leves,,,Felvidéki raguleves
Felesborsóleves virslivel,1,Felesborsóleves virsli,leves,sertés,,Felesborsóleves virslivel
Fejtett bableves füstölt hússal,1,fejtett bableves füstölt hús,leves,,,Fejtett bableves füstölt hússal
Fejtett bableves,1,fejtett bableves,leves,,,Fejtett bableves
Fejtett babgulyás,1,fejtett babgulyás,leves,marha,,Fejtett babgulyás
"Fehérbab krémleves sült kolbászmorzsával Sült tarja, párolt káposzta, röszti burgonya",1,"Fehérbab krémleves sül kolbászmorzsa Sül tar , párolt káposzta , röszti burgonya",leves,sertés,"sült,párolt","Fehérbab krémleves sült kolbászmorzsával Sült tarja, párolt káposzta, röszti burgonya"
Fehér paszúj leves tejfölösen,1,Fehér paszúj leves tejfölös,leves,,,Fehér paszúj leves tejfölösen
"Fasírt, zöldborsófőzelék",1,"Fasírt , zöldborsófőzelék",főzelék,,fasírozott,fasírozott
Édesburgonya-krémleves baconchipsszel,1,édesburgonya-krémleves baconchipsz,leves,sertés,,Édesburgonya-krémleves baconchipsszel
"Farsangi fánk, baracklekvárral",1,"Farsangi fánk , baracklekvár",főétel,,,"Farsangi fánk, baracklekvár"
"Farm csirkecomb, sültburgonya",1,"Farm csirkecomb , sültburgonya",főétel,csirke,sült,hasábburgonya
"Farm csirkecomb, rösztike",1,"Farm csirkecomb , rösztike",főétel,csirke,,"Farm csirkecomb, rösztike"
"Farm csirkecomb, rizibizi",1,"Farm csirkecomb , rizibizi",főétel,csirke,,rizibizi
"Farm csirkecomb, burgonyapüré",1,"Farm csirkecomb , burgonyapüré",főétel,csirke,,burgonyapüré
"Family tál, rizibizivel",1,"Family tál , rizibizi",főétel,,,rizibizi
"Family tál, rizibizi",1,"Family tál , rizibizi",főétel,,,rizibizi
Family sültek petrezselymes burgonya,1,Family sül petrezselymes burgonya,főétel,,sült,petrezselymes burgonya
Family finom falatok,1,Family finom falat,főétel,,,Family finom falatok
Falusi töltött szelet lecsós burgonya,1,falusi töltött szelet lecsós burgonya,főétel,vegetáriánus,töltött,Falusi töltött szelet lecsós burgonya
"Falusi csirkeleves, daragaluska",1,"falusi csirkeleves , daragaluska",leves,csirke,,galuska
"Falafel, rizs, fokhagymás mártogatós",1,"Falafel , rizs , fokhagymás mártogatós",főétel,,,"Falafel, rizs, fokhagymás mártogatós"
Fahéjas tejberizs,1,fahéjas tejberizs,főétel,,,Fahéjas tejberizs
"Fahéjas szilvamártás, párizsi szelet",1,"fahéjas szilvamártás , párizsi szelet",főétel,,párizsi,"Fahéjas szilvamártás, párizsi szelet"
Fahéjas szilvaleves - Zöldségleves,1,fahéjas szilvaleves - Zöldségleves,leves,vegetáriánus,,zöldségleves
Fahéjas szilvaleves - Zöldborsóleves,1,fahéjas szilvaleves - Zöldborsóleves,leves,,,Fahéjas szilvaleves - Zöldborsóleves
Fahéjas szilvakrém leves,1,fahéjas szilvakrém leves,leves,,,Fahéjas szilvakrém leves
Fahéjas almaleves - Zöldségleves,1,fahéjas almaleves - Zöldségleves,leves,vegetáriánus,,gyümölcsleves
Fahéjas almakrémleves,1,fahéjas almakrémleves,leves,,,Fahéjas almakrémleves
FESZTIVÁL MENÜ,1,FESZTIVÁL MENÜ,főétel,,,FESZTIVÁL MENÜ
"Eszterházy tokány, tészta",1,"Eszterházy tokány , tészta",főétel,,,"Eszterházy tokány, tészta"
Eszterházy tokány rizzsel,1,Eszterházy tokány rizzsel,főétel,,,Eszterházy tokány rizzsel
Eszterházy tokány galuskával,1,Eszterházy tokány galuska,főétel,,,Eszterházy tokány galuskával
Eszterházy sertéskaraj kuszkusszal,1,Eszterházy sertéskaraj kuszkusz,főétel,sertés,,Eszterházy sertéskaraj kuszkusszal
Erélyi rakott káposzta,1,Erélyi rakott káposzta,főétel,,rakott,Erélyi rakott káposzta
"Erdőkerülő szelet, steak burgonya",1,"Erdőkerülő szél , steak burgonya",főétel,,,hasábburgonya
Erdélyi zöldségleves,1,erdélyi zöldségleves,leves,vegetáriánus,,zöldségleves
Erdélyi tárkonyos raguleves,1,erdélyi tárkonyos raguleves,leves,,,Erdélyi tárkonyos raguleves
Erdélyi tokány rizs,1,erdélyi tokány rizs,főétel,,,Erdélyi tokány rizs
Erdélyi sertéstokány tészta,1,erdélyi sertéstokány tészta,főétel,sertés,,Erdélyi sertéstokány tészta
Erdélyi káposzta,1,erdélyi káposzta,főétel,,,Erdélyi káposzta
"Erdélyi gyümölcsmártás, rántott szelet",1,"erdélyi gyümölcsmártás , rántott szél",főétel,,rántott,"Erdélyi gyümölcsmártás, rántott szelet"
Erdélyi gulyásleves,1,erdélyi gulyásleves,leves,marha,,Erdélyi gulyásleves
Erdélyi gulyás,1,erdélyi gulyás,főétel,marha,,Erdélyi gulyás
Ínyenc batyu burgonyakrokett,1,Ínyenc batyu burgonyakrokett,főétel,,,Ínyenc batyu burgonyakrokett
"Erdélyi aprópecsenye, puliszka",1,"erdélyi aprópecseny , puliszka",főétel,,,"Erdélyi aprópecsenye, puliszka"
Erdei gyümölcsmártás rántott jércemellel,1,erdei gyümölcsmártás rántott jércemel,főétel,csirke,rántott,rántott csirkemell
Erdei gyümölcsleves - Zöldségleves vajgaluskával,1,Erdei gyümölcsleves - Zöldségleves vajgaluska,leves,vegetáriánus,,gyümölcsleves
Erdei gyümölcsleves - Brokkoli krémleves,1,Erdei gyümölcsleves - Brokkoli krémleves,leves,vegetáriánus,,gyümölcsleves
Erdei gyümölcskrém leves,1,erdei gyümölcskrém leves,leves,,,Erdei gyümölcskrém leves
Erdei gombás csirkemell galuskával,1,Erdei gombás csirkemell galuska,főétel,csirke,,Erdei gombás csirkemell galuskával
Eperkrém leves túrógombóccal,1,Eperkrém leves túrógombóc,leves,vegetáriánus,,Eperkrém leves túrógombóccal
Eperkrém leves - Csontleves,1,Eperkrém leves - Csontleves,leves,,,csontleves
"Egészben sült lecsós tarja, petrezselymes burgonya",1,"egész sült lecsós tar , petrezselymes burgonya",főétel,sertés,sült,petrezselymes burgonya
Egybensült tepsis csirkemell brokkolival és püréval,1,egybensült tepsis csirkemell brokkoli és püré,főétel,csirke,"sült,tepsis",Egybensült tepsis csirkemell brokkolival és püréval
"Egres szósz, párizsi szelet",1,"Egres szósz , párizsi szelet",főétel,,párizsi,"Egres szósz, párizsi szelet"
"Egres mártás, párizsi szelet",1,"Egres mártás , párizsi szelet",főétel,,párizsi,"Egres mártás, párizsi szelet"
Dán csirkemell csőben sütve,1,Dán csirkemell cső sütve,főétel,csirke,sült,Dán csirkemell csőben sütve
"Dubary szelet, törtburgonyával",1,"Dubary szelet , törtburgonya",főétel,,,"Dubary szelet, törtburgonyával"
Dubary szelet sültburgonya,1,Dubary szél sültburgonya,főétel,,sült,hasábburgonya
"Dubary sertés szelet, zöldséges rizs",1,"Dubary sertés szelet , zöldséges rizs",főétel,sertés,,"Dubary sertés szelet, zöldséges rizs"
"Dubary sertés szelet, sültburgonya",1,"Dubary sertés szél , sültburgonya",főétel,sertés,sült,hasábburgonya
"Dubarry, burgonyapüré",1,"Dubarry , burgonyapüré",főétel,,,burgonyapüré
"Dubarry szelet, törtburgonyával",1,"Dubarry szél , törtburgonya",főétel,,,"Dubarry szelet, törtburgonyával"
"Dubarry szelet, törtburgonya",1,"Dubarry szelet , törtburgonya",főétel,,,burgonyapüré
Ínyenc batyu burgonyakrokettel,1,Ínyenc batyu burgonyakroket,főétel,,,Ínyenc batyu burgonyakrokettel
"Dubarry sertésszelet, törtburgonya",1,"Dubarry sertésszelet , törtburgonya",főétel,sertés,,burgonyapüré
"Dubarry sertésszelet, rizs",1,"Dubarry sertésszelet , rizs",főétel,sertés,,"Dubarry sertésszelet, rizs"
"Dubarry sertés szelet, burgonyapüré",1,"Dubarry sertés szelet , burgonyapüré",főétel,sertés,,burgonyapüré
Dubarry sertés balzsamecetes friss salátával,1,Dubarry sertés balzsamecetes friss saláta,főétel,sertés,,Dubarry sertés balzsamecetes friss salátával
Ínyenc batyu rösztikével,1,Ínyenc batyu rösztiké,főétel,,,Ínyenc batyu rösztikével
Dubarry csirkemell vegyes köret,1,Dubarry csirkemell vegyes köret,főétel,csirke,,Dubarry csirkemell vegyes köret
Dubarry csirkemell parmezános krumplipüré,1,Dubarry csirkemell parmezános krumplipüré,főétel,csirke,,burgonyapüré
Dubarry csirkemell jázmin rizzsel,1,Dubarry csirkemell jázmin rizz,főétel,csirke,,Dubarry csirkemell jázmin rizzsel
Dubarry csirkemell gombás rizs,1,Dubarry csirkemell gombás rizs,főétel,csirke,,Dubarry csirkemell gombás rizs
Dubarry csirkemell burgonya püré,1,Dubarry csirkemell burgonya püré,főétel,csirke,,Dubarry csirkemell burgonya püré
Diós/Mákos tészta baracklekvárral,1,Diós/Mákos tészta baracklekvár,főétel,,,Mákos vagy Diós tészta baracklekvárral
Diós vagy mákos tészta,1,Diós vagy mákos tészta,főétel,,,Mákos vagy diós tészta
"Diós rántott csirkemell, krokett",1,"Diós ránt csirkemell , krokett",főétel,csirke,rántott,rántott csirkemell
"Disznótoros, vele sült burgonya, sült káposzta",1,"disznótoros , vele sült burgonya , sült káposzta",főétel,sertés,sült,"Disznótoros, vele sült burgonya, sült káposzta"
"Disznótoros, steak burgonya",1,"disznótoros , steak burgonya",főétel,sertés,,hasábburgonya
"Disznótoros, párolt káposzta, törtburgonya",1,"disznótoros , párolt káposzta , törtburgonya",főétel,sertés,párolt,burgonyapüré
"Disznótoros, párolt káposzta, burgonya",1,"disznótoros , párolt káposzta , burgonya",főétel,sertés,párolt,"Disznótoros, párolt káposzta, burgonya"
Disznótoros vele sült burgonyával,1,disznótoros vele sült burgonya,főétel,sertés,sült,Disznótoros vele sült burgonyával
Disznótoros vegyes köret,1,disznótoros vegyes köret,főétel,sertés,,Disznótoros vegyes köret
Disznótoros tepsis burgonyával,1,disznótoros tepsis burgonya,főétel,sertés,tepsis,Disznótoros tepsis burgonya
Disznótoros hagymás törtburgonya,1,disznótoros hagymás törtburgonya,főétel,sertés,,burgonyapüré
"Dijoni sertésapró, steak burgonya",1,"Dijoni sertésapró , steak burgonya",főétel,sertés,,hasábburgonya
"Dijoni mustáros tarja, steak burgonya",1,"Dijoni mustáros tar , steak burgonya",főétel,sertés,,hasábburgonya
"Dijoni mustáros sertéskaraj, krokett",1,"dijoni mustáros sertéskaraj , krokett",főétel,sertés,,"Dijoni mustáros sertéskaraj, krokett"
"Dijoni mustáros roston csirkecombfilé, rizs",1,"Dijoni mustáros roston csirkecombfilé , rizs",főétel,csirke,grillezett,"Dijoni mustáros roston csirkecombfilé, rizs"
Dijoni csirkemell zöldfűszeres burgonyával,1,dijoni csirkemell zöldfűszeres burgonya,főétel,csirke,,Dijoni csirkemell zöldfűszeres burgonyával
"Dijoni csirkecomb, petrezselymes burgonya",1,"dijoni csirkecomb , petrezselymes burgonya",főétel,csirke,,petrezselymes burgonya
"Debreceni töltött karaj törtburgonya, párolt káposzta",1,"debreceni töltött karaj törtburgonya , párolt káposzta",főétel,sertés,"párolt,töltött",burgonyapüré
"Debreceni szelet, tésztával",1,"debreceni szél , tészta",főétel,,,"Debreceni szelet, tésztával"
"Debreceni szelet, rizzsel",1,"debreceni szél , rizzsel",főétel,,,"Debreceni szelet, rizzsel"
"Debreceni szelet, kagyló tészta",1,"debreceni szél , kagyló tészta",főétel,,,"Debreceni szelet, kagyló tészta"
Debreceni sertéstokány rizs,1,debreceni sertéstokány rizs,főétel,sertés,,Debreceni sertéstokány rizs
"Debreceni sertés tokány, galuskával",1,"debreceni sertés tokány , galuska",főétel,sertés,,"Debreceni sertés tokány, galuskával"
Darás metélt öntettel,1,Darás metélt öntet,főétel,,,Darás metélt öntettel
Darált húsos zöldségleves,1,darált húsos zöldségleves,leves,vegetáriánus,,zöldségleves
Darált húsos tejszínes rakott burgonya,1,darált húsos tejszínes rakott burgonya,főétel,,rakott,Darált húsos tejszínes rakott burgonya
Darált húsos sajtos tészta,1,darált húsos sajtos tészta,főétel,vegetáriánus,,Darált húsos sajtos tészta
Darált húsos sajtos szarvacska,1,darált húsos sajtos szarvacska,főétel,vegetáriánus,,Darált húsos sajtos szarvacska
Daragaluskaleves,1,Daragaluskaleves,leves,,,galuska
"Daragaluska leves Zúzapörkölt, tészta",1,"Daragaluska leves Zúzapörkölt , tészta",leves,,pörkölt,galuska
"Cézár saláta, roston csirkemell",1,"Cézár saláta , roston csirkemell",főétel,csirke,grillezett,roston csirkemell
Cézár saláta szezámos csirke falatokkal,1,Cézár saláta szezámos csirke falat,főétel,csirke,,Cézár saláta szezámos csirke falatokkal
Cézár saláta szezámmagos csirke falatokkal,1,Cézár saláta szezámmagos csirke falat,főétel,csirke,,Cézár saláta szezámmagos csirke falatokkal
Cézár saláta rántott csirkemell falatokkal,1,Cézár saláta rántott csirkemell falat,főétel,csirke,rántott,rántott csirkemell
"Currys vöröslencse, pirítóssal",1,"Currys vöröslencse , pirítós",főétel,vegetáriánus,,"Currys vöröslencse, pirítóssal"
Currys sertéshús krokettel,1,Currys sertéshús kroket,főétel,sertés,,Currys sertéshús krokettel
"Currys csirkemell, kuszkusz",1,"Currys csirkemell , kuszkusz",főétel,csirke,,"Currys"" csirkemell kuszkusszal"
"Ínyenc csirkecomb, rizs, káposzta saláta",1,"Ínyenc csirkecomb , rizs , káposzta saláta",főétel,csirke,,"Ínyenc csirkecomb, rizs, káposzta saláta"
Currys csirkefalatok jázmin rizs,1,Currys csirkefalat jázmin rizs,főétel,csirke,,Currys csirkefalatok jázmin rizs
"Currys csirke, kuszkusz",1,"Currys csirke , kuszkusz",főétel,csirke,,"Currys csirke, kuszkusz"
"Currys csirke, jázmin rizzsel",1,"Currys csirke , jázmin rizz",főétel,csirke,,"Currys csirke, jázmin rizzsel"
Currys csirke vajas zöldség,1,Currys csirke vajas zöldség,főétel,csirke,,Currys csirke vajas zöldség
Cukkínis tejszínes parmezános tészta,1,Cukkínis tejszínes parmezános tészta,főétel,,,Cukkínis tejszínes parmezános tészta
Cukkínis húsos rakott tészta,1,Cukkínis húsos rakott tészta,főétel,,rakott,Cukkínis húsos rakott tészta
Cukkínibe töltött kuszkusz saláta,1,Cukkíni töltött kuszkusz saláta,főétel,,töltött,Cukkínibe töltött kuszkusz saláta
Cukkíni krémleves pirított hagymával,1,Cukkíni krémleves pirított hagyma,leves,,pirított,Cukkíni krémleves pirított hagymával
Cukkinis zöldborsó-krémleves,1,Cukkinis zöldborsó-krémleves,leves,vegetáriánus,,Cukkinis zöldborsó-krémleves
Cukkinis gulyás,1,cukkinis gulyás,főétel,marha,,Cukkinis gulyás
Csőben sült ínyenc szelet rizzsel,1,cső sült ínyenc szelet rizzsel,főétel,,sült,Csőben sült ínyenc szelet rizzsel
Csőben sült ínyenc sertéskaraj burgonyával,1,cső sült ínyenc sertéskaraj burgonya,főétel,sertés,sült,Csőben sült ínyenc sertéskaraj burgonyával
"Csőben sült zöldségek, rizs",1,"cső sült zöldség , rizs",főétel,vegetáriánus,sült,"Csőben sült zöldségek, rizs"
"Csőben sült többsajtos csirkemell, kuszkusz",1,"cső sült többsajtos csirkemell , kuszkusz",főétel,csirke,sült,"Csőben sült többsajtos csirkemell, kuszkusz"
"Csőben sült többsajtos csirkemell, kukoricás rizs",1,"cső sült többsajtos csirkemell , kukoricás rizs",főétel,csirke,sült,"Csőben sült többsajtos csirkemell, kukoricás rizs"
"Csőben sült többsajtos csirkemell, krokett",1,"cső sült többsajtos csirkemell , krokett",főétel,csirke,sült,"Többsajtos csőben sült csirkemell, krokett"
"Csőben sült többsajtos csirkemell, burgonya krokett",1,"cső sült többsajtos csirkemell , burgonya krokett",főétel,csirke,sült,"Csőben sült többsajtos csirkemell, burgonya krokett"
Csőben sült többsajtos csirkemell krumplipürével,1,cső sült többsajtos csirkemell krumplipüre,főétel,csirke,sült,burgonyapüré
Csőben sült többsajtos csirkemell krokettel,1,cső sült többsajtos csirkemell kroket,főétel,csirke,sült,Csőben sült többsajtos csirkemell krokettel
Csőben sült többsajtos csirkemell bulgurral,1,cső sült többsajtos csirkemell bulgur,főétel,csirke,sült,Csőben sült többsajtos csirkemell bulgurral
Csőben sült többsajtos csirkemell bulgur,1,cső sült többsajtos csirkemell bulgur,főétel,csirke,sült,Csőben sült többsajtos csirkemell bulgurral
"Csőben sült tejszínes, gombás jérce, rizs",1,"cső sült tejszínes , gombás jérce , rizs",főétel,csirke,sült,"Csőben sült tejszínes, gombás jérce, rizs"
"Csőben sült tejszínes gombóc csirkemell, krokett",1,"cső sült tejszínes gombóc csirkemell , krokett",desszert,csirke,sült,"Csőben sült tejszínes gombóc csirkemell, krokett"
Csőben sült tejszínes gombás jércemell rizzsel,1,cső sült tejszínes gombás jércemell rizz,főétel,csirke,sült,Csőben sült tejszínes gombás jércemell rizzsel
"Csőben sült tejszínes gombás csirkemell, rizs",1,"cső sült tejszínes gombás csirkemell , rizs",főétel,csirke,sült,"Csőben sült tejszínes gombás csirkemell, rizs"
"Csőben sült tejszínes brokkolis csirkemell, bulgur",1,"cső sült tejszínes brokkolis csirkemell , bulgur",főétel,csirke,sült,"Csőben sült tejszínes brokkolis csirkemell, bulgur"
Csőben sült tejszínes baconos csirkemell,1,cső sült tejszínes baconos csirkemell,főétel,"csirke,sertés",sült,Csőben sült tejszínes baconos csirkemell
"Csőben sült tejszínes - gombás karaj, bulgur",1,"cső sült tejszínes - gombás karaj , bulgur",főétel,sertés,sült,"Csőben sült tejszínes - gombás karaj, bulgur"
"Csőben sült tejszínes - gombás csirkemell, bulgur",1,"cső sült tejszínes - gombás csirkemell , bulgur",főétel,csirke,sült,"Csőben sült tejszínes - gombás csirkemell, bulgur"
Csőben sült tejszínes - gombás csirkemell bulgurral,1,cső sült tejszínes - gombás csirkemell bulgur,főétel,csirke,sült,"Csőben sült tejszínes - gombás csirkemell, bulgur"
"Csőben sült tejszínes - brokkolis csirkemell, rizs",1,"cső sült tejszínes - brokkolis csirkemell , rizs",főétel,csirke,sült,"Csőben sült tejszínes - brokkolis csirkemell, rizs"
Csőben sült tejszínes - brokkolis csirkemell rizzsel,1,cső sült tejszínes - brokkolis csirkemell rizzsel,főétel,csirke,sült,Csőben sült tejszínes - brokkolis csirkemell rizzsel
Csőben sült tejszínes - baconos jérce bulgurral,1,cső sült tejszínes - baconos jérce bulgur,főétel,"csirke,sertés",sült,Csőben sült tejszínes - baconos jérce bulgurral
Csőben sült sonkakrémes csirkemell kukoricás rizs,1,cső sült sonkakrémes csirkemell kukoricás rizs,desszert,"csirke,sertés",sült,Csőben sült sonkakrémes csirkemell kukoricás rizs
Csőben sült sertéskaraj hasábburgonyával,1,cső sült sertéskaraj hasábburgonya,főétel,sertés,sült,Csőben sült sertéskaraj hasábburgonyával
"Csőben sült sertés java, kolbász, tojás, rizs",1,"cső sült sertés java , kolbász , tojás , rizs",főétel,sertés,sült,"Csőben sült sertés java, kolbász, tojás, rizs"
"Csőben sült sajtos paradicsomos jérce, rizs",1,"cső sült sajtos paradicsomos jérce , rizs",főétel,csirke,sült,"Csőben sült sajtos paradicsomos jérce, rizs"
"Csőben sült rokfortos csirkemell, párolt rizs, párolt zöldség",1,"cső sült rokfortos csirkemell , párolt rizs , párolt zöldség",főétel,csirke,"sült,párolt","Csőben sült rokfortos csirkemell, párolt rizs, párolt zöldség"
"Csőben sült paradicsomos csirkemell, kuszkusz",1,"cső sült paradicsomos csirkemell , kuszkusz",főétel,csirke,sült,"Csőben sült paradicsomos csirkemell, kuszkusz"
Csőben sült paradicsomos csirkemell rizzsel,1,cső sült paradicsomos csirkemell rizz,főétel,csirke,sült,Csőben sült paradicsomos csirkemell rizzsel
"Ínyenc csirkeszárny, kukoricás rizs",1,"Ínyenc csirkeszárny , kukoricás rizs",főétel,csirke,,"Ínyenc csirkeszárny, kukoricás rizs"
Csőben sült hawaii csirkemell bulgurral,1,cső sült hawaii csirkemell bulgur,főétel,csirke,sült,Csőben sült hawaii csirkemell bulgurral
"Csőben sült gyümölcsös csirkemell, párolt rizs C: Sertés szelet Orly módra, petrezselymes burgonya, saláta",1,"cső sült gyümölcsös csirkemell , párolt rizs C : sertés szél Orly mód , petrezselymes burgonya , saláta",főétel,"csirke,sertés","sült,párolt",petrezselymes burgonya
"Csőben sült gyümölcsös csirkemell, párolt rizs C: Milánói sertésborda",1,"cső sült gyümölcsös csirkemell , párolt rizs C : Milánói sertésborda",főétel,"csirke,sertés","sült,párolt,milánói",milánói sertésborda
"Csőben sült gyümölcsös csirkemell, petrezselymes burgonya",1,"cső sült gyümölcsös csirkemell , petrezselymes burgonya",főétel,csirke,sült,petrezselymes burgonya
"Csőben sült füstölt sajtos csirkemell, zöldséges rizs",1,"cső sült füstölt sajtos csirkemell , zöldséges rizs",főétel,csirke,sült,"Csőben sült füstölt sajtos csirkemell, zöldséges rizs"
"Csőben sült cukkínis csirkemell, rizs",1,"cső sült cukkínis csirkemell , rizs",főétel,csirke,sült,"Csőben sült cukkínis csirkemell, rizs"
Csőben sült csirkemell brokkolival rizzsel,1,cső sült csirkemell brokkoli rizz,főétel,csirke,sült,Csőben sült csirkemell brokkolival rizzsel
Csőben sült csabai sertéskaraj bulgurral,1,cső sült csabai sertéskaraj bulgur,főétel,sertés,sült,Csőben sült csabai sertéskaraj bulgurral
"Csőben sült brokkolis, baconös csirkemell, krokett",1,"cső sült brokkolis , baconös csirkemell , krokett",főétel,"csirke,sertés",sült,"Csőben sült brokkolis, baconös csirkemell, krokett"
"Csőben sült brokkolis csirkemell, törtburgonya",1,"cső sült brokkolis csirkemell , törtburgonya",főétel,csirke,sült,burgonyapüré
"Csőben sült brokkolis csirkemell, krokettel",1,"cső sült brokkolis csirkemell , kroket",főétel,csirke,sült,"Csőben sült brokkolis csirkemell, krokettel"
"Csőben sült brokkolis csirkemell, krokett",1,"cső sült brokkolis csirkemell , krokett",főétel,csirke,sült,"Csőben sült brokkolis csirkemell, krokett"
Csőben sült brokkolis csirke rizzsel,1,cső sült brokkolis csirke rizzsel,főétel,csirke,sült,Csőben sült brokkolis csirke rizzsel
"Csőben sült brokkoli, hasábburgonya",1,"cső sült brokkoli , hasábburgonya",főétel,vegetáriánus,sült,hasábburgonya
Csőben sült brokkoli,1,cső sült brokkoli,főétel,vegetáriánus,sült,Csőben sült brokkoli
"Csőben sült barackos jércemell, rizs",1,"cső sült barackos jércemell , rizs",főétel,csirke,sült,"Csőben sült barackos jércemell, rizs"
"Csőben sült barackos jércemell, bulgur",1,"cső sült barackos jércemell , bulgur",főétel,csirke,sült,"Csőben sült barackos jércemell, bulgur"
"Csőben sült barackos csirkemell, vegyes köret",1,"cső sült barackos csirkemell , vegyes köret",főétel,csirke,sült,"Csőben sült barackos csirkemell, vegyes köret"
"Csőben sült barackos csirkemell, vajas burgonya, saláta C: Milánói sertés borda",1,"cső sült barackos csirkemell , vajas burgonya , saláta C : Milánói sertés borda",főétel,"csirke,sertés","sült,milánói",milánói sertésborda
"Csőben sült barackos csirkemell, vajas burgonya, saláta",1,"cső sült barackos csirkemell , vajas burgonya , saláta",főétel,csirke,sült,"Csőben sült barackos csirkemell, vajas burgonya, saláta"
"Csőben sült barackos csirkemell, párolt rizs C: Sertés csíkok Orly módra, hagymás burgonya, saláta",1,"cső sült barackos csirkemell , párolt rizs C : Sertés csík Orly mód , hagymás burgonya , saláta",főétel,"csirke,sertés","sült,párolt","Csőben sült barackos csirkemell, párolt rizs C: Sertés csíkok Orly módra, hagymás burgonya, saláta"
"Csőben sült barackos csirkemell, párolt rizs C: Milánói sertésborda",1,"cső sült barackos csirkemell , párolt rizs C : Milánói sertésborda",főétel,"csirke,sertés","sült,párolt,milánói",milánói sertésborda
"Csőben sült barackos csirkemell, párolt rizs C: Milánói sertés borda",1,"cső sült barackos csirkemell , párolt rizs C : Milánói sertés borda",főétel,"csirke,sertés","sült,párolt,milánói",milánói sertésborda
"Csőben sült barackos csirkemell, kuszkusz",1,"cső sült barackos csirkemell , kuszkusz",főétel,csirke,sült,"Csőben sült barackos csirkemell, kuszkusz"
"Csőben sült barackos - sajtos jércemell, rizzsel",1,"cső sült barackos - sajtos jércemell , rizzsel",főétel,csirke,sült,"Csőben sült barackos - sajtos jércemell, rizzsel"
"Ínyenc csirkeszárny, zöldséges bulgur",1,"Ínyenc csirkeszárny , zöldséges bulgur",főétel,csirke,,"Ínyenc csirkeszárny, zöldséges bulgur"
"Csőben sült baconös csirkemell, zöldséges rizs",1,"cső sült baconös csirkemell , zöldséges rizs",főétel,"csirke,sertés",sült,"Csőben sült baconös csirkemell, zöldséges rizs"
Csőben sült baconös - brokkolis pulykamell krokettel,1,cső sült baconös - brokkolis pulykamell kroket,főétel,"csirke,sertés",sült,Csőben sült baconös - brokkolis pulykamell krokettel
"Csőben sült baconös - brokkolis csirkemell, püré",1,"cső sült baconös - brokkolis csirkemell , püré",főétel,"csirke,sertés",sült,"Csőben sült baconös - brokkolis csirkemell, püré"
"Csőben sült ananászos csirkemell, párolt rizs",1,"cső sült ananászos csirkemell , párolt rizs",főétel,csirke,"sült,párolt","Csőben sült ananászos csirkemell, párolt rizs"
"Csőben sült Hawaii csirkemell, vajas burgonya",1,"cső sült Hawaii csirkemell , vajas burgonya",főétel,csirke,sült,"Csőben sült Hawaii csirkemell, vajas burgonya"
"Csőben sült , fetasajtos pulykamell, sültburgonya",1,"cső sül , fetasajtos pulykamell , sültburgonya",főétel,csirke,sült,hasábburgonya
"Csülökpörkölt, tarhonyával, savanyúság",1,"Csülökpörköl , tarhonya , savanyúság",főétel,sertés,pörkölt,savanyúság
"Csülökpörkölt, tarhonya, savanyúság",1,"Csülökpörköl , tarhony , savanyúság",főétel,sertés,pörkölt,savanyúság
"Csülökpörkölt, tarhonya, csemege uborka",1,"Csülökpörkölt , tarhony , csemege uborka",főétel,sertés,pörkölt,savanyúság
"Csülökpörkölt, sós burgonya, csalamádé",1,"Csülökpörkölt , sós burgonya , csalamádé",főétel,sertés,pörkölt,"Csülökpörkölt, sós burgonya, csalamádé"
"Ínyenc szelet, rizibizi",1,"Ínyenc szél , rizibizi",főétel,,,rizibizi
"Csülökpörkölt, galuska",1,"Csülökpörköl , galuska",főétel,sertés,pörkölt,galuska
Csülökpörkölt sós burgonyával,1,Csülökpörkölt sós burgonya,főétel,sertés,pörkölt,Csülökpörkölt sós burgonyával
Csülökpörkölt pásztor tarhonyával,1,Csülökpörkölt pásztor tarhonya,főétel,sertés,pörkölt,Csülökpörkölt pásztor tarhonyával
Csülökpörkölt galuskával,1,Csülökpörkölt galuska,főétel,sertés,pörkölt,Csülökpörkölt galuskával
Csülökpörkölt főtt burgonya savanyúság,1,Csülökpörköl főtt burgonya savanyúság,főétel,sertés,"főtt,pörkölt",savanyúság
Csülökpörkölt főtt burgonya,1,Csülökpörkölt főtt burgonya,főétel,sertés,"főtt,pörkölt",Csülökpörkölt főtt burgonya
Csülökpörkölt,1,Csülökpörkölt,főétel,sertés,pörkölt,Csülökpörkölt
Csülök zöldborsós bulgurral,1,csül zöldborsós bulgur,főétel,sertés,,Csülök zöldborsós bulgurral
"Csülök pörkölt, tarhonya",1,"Csül pörkölt , tarhony",főétel,sertés,pörkölt,"Csülök pörkölt, tarhonya"
