dish_name,count,lemmas,course,protein,cooking_method
"Cordon Bleu, tepsis burgonya",1,"Cordon Bleu , tepsis burgonya",főétel,,tepsis
Baconos –fűszervajas csirkemell párolt zöldség,1,Baconos –fűszervajas csirkemell párolt zöldség,főétel,"csirke,sertés",párolt
Marhapörkölt,1,Marhapörkölt,főétel,marha,pörkölt
"Csirkenuggets, sültburgonya",1,"Csirkenuggets , sültburgonya",főétel,csirke,sült
"Görög sertéssült, törtburgonya",1,"görög sertéssül , törtburgonya",főétel,sertés,sült
"Mustáros sertés flekken, petrezselymes burgonya, saláta",1,"mustáros sertés flekk , petrezselymes burgonya , saláta",főétel,sertés,
Szárnyas rizottó zöldségesen,1,Szárnyas rizottó zöldséges,főétel,csirke,
"Rántott tarja, majonézes salátával",1,"rántott tar , majonézes saláta",főétel,sertés,rántott
"Gombás sertés batyu rántva, hagymás burgonya, saláta",1,"gombás sertés batyu rántva , hagymás burgonya , saláta",főétel,sertés,rántott
"Kacsamájjal töltött csirkemell rántva, püré",1,"Kacsamájjal töltött csirkemell rántva , püré",főétel,csirke,"rántott,töltött"
Pulykasült burgonyapürével,1,Pulykasült burgonyapüre,főétel,csirke,sült
Csirkemell dubarry módra burgonya püré,1,Csirkemell dubarry mód burgonya püré,főétel,csirke,
"Bakonyi sertés, tészta",1,"bakonyi sertés , tészta",főétel,sertés,
"Temesvári sertésszelet, törtburgonya",1,"temesvári sertésszelet , törtburgonya",főétel,sertés,
"Póréhagyma leves, zsemlekocka",1,"Póréhagyma leves , zsemlekocka",leves,,
Csirkemáj pörkölt rizs,1,csirkemáj pörkölt rizs,főétel,csirke,pörkölt
Füstölt sajttal töltött sertésborda sajtos tejfölös makarónival,1,Füstölt sajt tölt sertésborda sajtos tejfölös makaróni,főétel,sertés,töltött
"Töltött, sült dagadó sütőtökös burgonyapüré",1,"töltött , sült dagadó sütőtökös burgonyapüré",főétel,sertés,"sült,töltött"
"Burgonyafőzelék fasírttal b: rántott csirkemell, zöldséges bulgurral",1,"Burgonyafőzelék fasírt b : rántott csirkemell , zöldséges bulgur",főzelék,csirke,"rántott,fasírozott"
"Szezámos hal, rizs, majonézes kukorica",1,"szezámos hal , rizs , majonézes kukorica",főétel,hal,
Rántott csirkemell majonézes babsalátával,1,rántott csirkemell majonézes babsaláta,főétel,csirke,rántott
Sertés gulyásleves,1,Sertés gulyásleves,leves,"sertés,marha",
"Sokmagvas halfilé rántva, rizs, majonézes kukorica",1,"Sokmagvas halfilé rántva , rizs , majonézes kukorica",főétel,hal,rántott
"Rántott szelet, répás rizs",1,"rántott szél , répás rizs",főétel,,rántott
Rántott gombfejek majonézes burgonya salátával,1,rántott gombfej majonézes burgonya saláta,főétel,,rántott
Sajtos sonkás szűzpecsenye karikaburgonyával,1,sajtos sonkás szűzpecsenye karikaburgonya,főétel,vegetáriánus,
"Family tál, rizibizivel",1,"Family tál , rizibizi",főétel,,
"Gyümölcsleves, hagymás - gombás tarjasült, karika burgonyával",1,"gyümölcsleves , hagymás - gombás tarjasül , karika burgonya",leves,sertés,sült
"Babgulyás - tojásos galuska, fejes saláta vagy sült derelye öntettel",1,"Babgulyás - tojásos galuska , fejes saláta vagy sül derely öntet",leves,marha,sült
Bableves - rakott karfiol vagy Bolognai spagetti,1,bableves - rak karfiol vagy Bolognai spagetti,leves,vegetáriánus,rakott
Sült oldalas szalonnás tepsis burgonya,1,sült oldalas szalonnás tepsis burgonya,főétel,sertés,"sült,tepsis"
"Párizsi csirkemell- rántott alma, párolt rizs, saláta c: sertés szelet Pékné módra, hagymás burgonya, saláta",1,"párizsi csirkemell- rántott alma , párolt rizs , saláta c : sertés szél Pékné mód , hagymás burgonya , saláta",főétel,"csirke,sertés","rántott,párolt,párizsi"
Zöldborsóleves - csontleves,1,zöldborsóleves - csontleves,leves,,
"Tejszínes - kapros csirkemell, rizs",1,"tejszínes - kapros csirkemell , rizs",főétel,csirke,
"Sajttal - sonkával - kukoricával töltött szelet, zöldséges rizzsel",1,"Sajt - sonka - kukorica töltött szél , zöldséges rizz",főétel,sertés,töltött
"Nyírségi húsgombóc leves, eperlevéllel",1,"nyírségi húsgombóc leves , eperlevél",leves,,
"Rántott csirkecomb filé, gombás rizs, joghurtos öntet",1,"rántott csirkecomb filé , gombás rizs , joghurtos öntet",főétel,csirke,rántott
"Velővel töltött sertés szelet, rizibizi",1,"velő töltött sertés szelet , rizibizi",főétel,sertés,töltött
"Sertéssült, tört burgonya, párolt káposzta c: ananászos csirkemell, párolt rizs",1,"sertéssül , tört burgonya , párolt káposzta c : ananászos csirkemell , párolt rizs",főétel,"csirke,sertés","sült,párolt"
"Pepperónis sajtos csirkemell rántva, püré",1,"Pepperónis sajtos csirkemell rántva , püré",főétel,csirke,rántott
"Grillezett csirkemell, zöldségsaláta, rizs",1,"grillezett csirkemell , zöldségsaláta , rizs",főétel,csirke,grillezett
"Párizsi csirkemell, gyümölcsmártás",1,"párizsi csirkemell , gyümölcsmártás",főétel,csirke,párizsi
Burgundi sertés krokettel,1,burgundi sertés kroket,főétel,sertés,
Zöldséges marharagu spagettivel,1,zöldséges marharagu spagetti,főétel,marha,
Rántott csirkeszárny majonézes kukorica salátával,1,rántott csirkeszárny majonézes kukorica saláta,főétel,csirke,rántott
"Édes - savanyú csirkemell, rizs",1,"édes - savanyú csirkemell , rizs",főétel,csirke,
"Kijevi sertés tekercs, burgonya püré, saláta c: tejszínes gombás tengeri halszelet tésztával",1,"kijevi sertés tekercs , burgonya püré , saláta c : tejszínes gombás tengeri halszelet tészta",főétel,sertés,
Hamburger sült krumpli tartár,1,Hamburger sült krumpli tartár,főétel,vegetáriánus,sült
Túrógombóc vaníliás tejföllel,1,Túrógombóc vaníliás tejföl,desszert,vegetáriánus,
"Sajttal és parajjal töltött karaj rántva, vegyes köret",1,"sajt és paraj töltött karaj rántva , vegyes köret",főétel,sertés,"rántott,töltött"
Bolognai spagetti c: túrógombóc,1,Bolognai spagetti c : túrógombóc,desszert,vegetáriánus,
"Mustáros sült császár, krumpli ágyon",1,"mustáros sült császár , krumpli ágy",főétel,vegetáriánus,sült
"Rántott csirkecomb, zöldséges rizzsel",1,"rántott csirkecomb , zöldséges rizz",főétel,csirke,rántott
"Rántott tengeri halfilé, burgonyakrokett",1,"rántott tengeri halfilé , burgonyakrokett",főétel,hal,rántott
Zöldséges csirkés rizottó,1,zöldséges csirkés rizottó,főétel,vegetáriánus,
Tejfölös bableves füstölt hússal,1,Tejfölös bableves füstölt hús,leves,,
Zöldbabfőzelék Stefánia szelet,1,Zöldbabfőzelék Stefánia szél,főzelék,,
Sajt bundás csirkecomb filé zöldséges rizs,1,sajt bundás csirkecomb filé zöldséges rizs,főétel,csirke,bundás
Bableves - raguleves,1,bableves - raguleves,leves,,
"Gyümölcsleves, Bolognai rakott tészta",1,"gyümölcsleves , Bolognai rakott tészta",leves,,rakott
"Gulyásleves - túrós csusza, grízes metélt",1,"Gulyásleves - túrós csusza , grízes metélt",leves,marha,
"Hamis gulyás - rántott camambert, rizs, tartárm. vagy magvas rántott szelet, rizibizi",1,"hamis gulyás - rántott camamber , rizs , tartárm . vagy magvas rántott szelet , rizibizi",főétel,marha,rántott
"Sárgaborsókrém leves, sült virslivel",1,"Sárgaborsókrém leves , sül virsli",leves,sertés,sült
"Sajtos- gombás sertés batyu, rizibizi, saláta c: rakott kel",1,"sajtos- gombás sertés batyu , rizibizi , saláta c : rak kel",főétel,sertés,rakott
"Rántott sertés szelet, rizs",1,"rántott sertés szél , rizs",főétel,sertés,rántott
"Sült kemencés tarja, hagymás burgonya",1,"sült kemencés tar , hagymás burgonya",főétel,sertés,sült
Csirke becsináltleves,1,Csirke becsináltleves,leves,csirke,
"Csáky rostélyos, steak burgonya",1,"Csáky rostélyos , steak burgonya",főétel,,
Rakott sertéshús steak burgonyával,1,rakott sertéshús steak burgonya,főétel,sertés,rakott
"Körömpörkölt, főtt burgonya",1,"Körömpörkölt , főtt burgonya",főétel,,"főtt,pörkölt"
"Rántott hal, burgonya karika",1,"rántott hal , burgonya karika",főétel,hal,rántott
"Csőben sült barackos csirkemell, vajas burgonya, saláta c: Milánói sertésborda",1,"cső sült barackos csirkemell , vajas burgonya , saláta c : Milánói sertésborda",főétel,"csirke,sertés","sült,milánói"
"Borsos tokány, tésztával b: paprikás krumpli, sült Debrecenivel",1,"borsos tokány , tészta b : paprikás krumpli , sül Debreceni",főétel,vegetáriánus,sült
"Chilis csirkeszárnyak, steak burgonya",1,"Chilis csirkeszárny , steak burgonya",főétel,csirke,
"Sertéspörkölt, bulgur",1,"sertéspörkölt , bulgur",főétel,sertés,pörkölt
"Rántott sajt – rántott brokkoli, párolt rizs, tartármártás c: házi disznótoros, tört burgonya, párolt káposzta",1,"rántott sajt – rántott brokkoli , párolt rizs , tartármártás c : házi disznótoros , tört burgonya , párolt káposzta",főétel,sertés,"rántott,párolt"
"Magyaros burgonyaleves - rántott sertésmáj, rizs vagy",1,"magyaros burgonyaleves - rántott sertésmáj , rizs vagy",leves,sertés,rántott
Hortobágyi sertésragu tészta,1,hortobágyi sertésragu tészta,főétel,sertés,
"Rántott halfilé, majonézes burgonyasaláta",1,"rántott halfilé , majonézes burgonyasaláta",főétel,hal,rántott
"Sertés flekken, karikás burgonya, saláta",1,"sertés flekk , karikás burgonya , saláta",főétel,sertés,
"Tavaszi csirkebatyu, kukoricás rizs",1,"Tavaszi csirkebatyu , kukoricás rizs",főétel,csirke,
"Rántott velő, sültburgonya, tartármártás",1,"ránt velő , sültburgonya , tartármártás",főétel,,"rántott,sült"
Orjaleves cérnametélttel,1,Orjaleves cérnametélt,leves,,
"Marhapörkölt, tarhonya,savanyúság",1,"Marhapörkölt , tarhony , savanyúság",főétel,marha,pörkölt
"Tejszínes-gombás ragu, tésztával",1,"tejszínes-gombás ragu , tészta",főétel,,
"Kijevi sertés java, párolt rizs, fahéjas alma c: rántott tengeri halszelet, majonézes burgonya",1,"Kijevi sertés java , párolt rizs , fahéjas alma c : rántott tengeri halszelet , majonézes burgonya",főétel,sertés,"rántott,párolt"
Csőben sült tejszínes - gombás csirkemell bulgurral,1,cső sült tejszínes - gombás csirkemell bulgur,főétel,csirke,sült
Szezámos rántott hal remuld mártással és hasábburgonyával,1,szezámos rántott hal remuld mártás és hasábburgonya,főétel,hal,rántott
Bableves füstölt nyúljával,1,Bableves füstölt nyúl,leves,,
"Gyümölcsleves, francia rakott krumpli",1,"gyümölcsleves , francia rakott krumpli",leves,vegetáriánus,rakott
Csülkös babgulyás leves - sertés raguleves,1,Csülkös babgulyás leves - sertés raguleves,leves,"sertés,marha",
"Tárkonyos raguleves - túrós tészta, grízes metélt",1,"tárkonyos raguleves - túrós tészta , grízes metélt",leves,vegetáriánus,
Rántott hekk petrezselymes burgonyával,1,rántott hekk petrezselymes burgonya,főétel,hal,rántott
Rántott camambert salátával rizzsel és áfonya öntettel,1,rántott camamber saláta rizz és áfonya öntet,főétel,,rántott
Fűszeres téli almaleves,1,fűszeres téli almaleves,leves,,
Csirkeragu leves kelbimbóval,1,Csirkeragu leves kelbimbó,leves,csirke,
"Gyümölcsleves, rántott pontypatkó, krumplisalátával",1,"gyümölcsleves , rántott pontypatkó , krumplisaláta",leves,hal,rántott
Máglyarakás - szárnyas májrizottó - prézlis tészta,1,Máglyarakás - szárnyas májrizottó - prézlis tészta,desszert,csirke,
Babgulyás - grízes metélt lekvárral vagy káposztás tészta,1,Babgulyás - grízes metélt lekvár vagy káposztás tészta,leves,marha,
"Bableves - Hortobágyi húsos palacsinta vagy rántott sajt, rizibizi",1,"bableves - Hortobágyi húsos palacsinta vagy ránt sajt , rizibizi",leves,vegetáriánus,rántott
Burgonyafőzelék sertéspörkölt,1,Burgonyafőzelék sertéspörkölt,főzelék,sertés,pörkölt
Pontyhalászlé,1,Pontyhalászlé,főétel,hal,
Papirkás burgonya,1,Papirkás burgonya,főétel,,
Rántott szűzérme lecsós burgonyával,1,rántott szűzérme lecsós burgonya,főétel,vegetáriánus,rántott
"Sajtos - kolbászos tokány, rizs",1,"Sajtos - kolbászos tokány , rizs",főétel,sertés,
"Szezámmagos rántott szelet, rizibizi",1,"szezámmagos ránt szél , rizibizi",főétel,,rántott
"Rizsfelfújt, gyümölcsmártás",1,"rizsfelfújt , gyümölcsmártás",főétel,,
"Babgulyás - túrós derelye cukros tejföl, krumplis tészta",1,"Babgulyás - túrós derely cukros tejföl , krumplis tészta",leves,marha,
"Bableves - rántott sajt, rizs, tartármártás vagy rántott sajt, kukoricás rizs",1,"bableves - rántott sajt , rizs , tartármártás vagy rántott sajt , kukoricás rizs",leves,vegetáriánus,rántott
Pirított tészta leves,1,pirított tészta leves,leves,,pirított
Mustáros marharagu parmezános burgonyapürével,1,Mustáros marharagu parmezános burgonyapüre,főétel,marha,
Kapros tökfőzelék csirkecombfilé,1,Kapros tökfőzelék csirkecombfilé,főzelék,csirke,
"Frankfurti leves- rántott sajt, rizs tartár vagy halrudak rizibizi",1,"frankfurti leves- rántott sajt , rizs tartár vagy halrud rizibizi",leves,vegetáriánus,rántott
Sült kacsamell káposztás lasagne - vel,1,sült kacsamell káposztás lasagne - vel,főétel,,sült
Csőben sült brokkoli,1,cső sült brokkoli,főétel,vegetáriánus,sült
"Kijevi sertés tekercs, burgonyapüré",1,"kijevi sertés tekercs , burgonyapüré",főétel,sertés,
Sírius pecsenye tejföllel steak burgonya,1,Sírius pecsenye tejföllel steak burgonya,főétel,,
Narancsos gyömbéres csirkemell rizs,1,Narancsos gyömbéres csirkemell rizs,főétel,csirke,
Jókai bableves - palócleves,1,Jókai bableves - palócleves,leves,,
"Gyümölcsleves, sült camambert, jázmin rizs",1,"gyümölcsleves , sült camamber , jázmin rizs",leves,,sült
Babgulyás - máglyarakás vagy káposztás tészta,1,babgulyás - máglyarakás vagy káposztás tészta,leves,marha,
"Szezámos csirkemell, mexikói rizs",1,"szezámos csirkemell , mexikói rizs",főétel,csirke,
Erdélyi gulyás,1,erdélyi gulyás,főétel,marha,
Többsajtos csirkemell bulgurral,1,többsajtos csirkemell bulgur,főétel,csirke,
Burgonya gombócleves,1,Burgonya gombócleves,leves,,
Sertéssült vadas mártással tésztával,1,Sertéssült vadas mártás tészta,főétel,sertés,sült
Tejespite házi eperlekvárral,1,Tejespite házi eperlekvár,főétel,,
Mozzarelával és olivával töltött csirkemell 4 sajtos pennével,1,Mozzarela és oliva töltött csirkemell 4 sajtos penne,főétel,csirke,töltött
Rizsfelfújt - káposztás tészta - mákos tészta,1,rizsfelfújt - káposztás tészta - mákos tészta,főétel,,
"Sertés raguleves - diós, baracklekváros nudli vagy csokis palacsinta",1,"Sertés raguleves - diós , baracklekváros nudli vagy csokis palacsinta",leves,sertés,
"Frankfurti leves - lecsós szelet rizzsel vagy rántott sajt, rizs",1,"frankfurti leves - lecsós szelet rizzsel vagy ránt sajt , rizs",leves,vegetáriánus,rántott
Csirkemell sajtmártással rizzsel,1,Csirkemell sajtmártás rizzsel,főétel,csirke,
"Óvári sertéskaraj, vegyes köret",1,"Óvári sertéskaraj , vegyes köret",főétel,sertés,
"Rántott baconos, sajtos pulykamell",1,"rántott baconos , sajtos pulykamell",főétel,"csirke,sertés",rántott
"Párizsi csirkemellcsíkok, petrezselymes burgonya, saláta c: hentes sertés szelet, párolt rizs",1,"párizsi csirkemellcsík , petrezselymes burgonya , saláta c : hentes sertés szelet , párolt rizs",főétel,"csirke,sertés","párolt,párizsi"
Görög húsos rakott burgonya,1,görög húsos rakott burgonya,főétel,,rakott
Sonkával töltött sajt kukoricás rizzsel,1,Sonka töltött sajt kukoricás rizz,főétel,sertés,töltött
Cigánypecsenye hasábburgonyával,1,Cigánypecsenye hasábburgonya,főétel,,
Sörben sült sertéscsülök párolt káposztával és steak burgonyával,1,sör sült sertéscsül párolt káposzta és steak burgonya,főétel,sertés,"sült,párolt"
"Bableves - lecsós csirkemáj bulgurral vagy rántott sajt, rizibizi",1,"bableves - lecsós csirkemáj bulgur vagy rántott sajt , rizibizi",leves,csirke,rántott
"Mézes mustáros csirke, sültkrumpli",1,"mézes mustáros csirke , sültkrumpli",főétel,csirke,sült
"Rántott csirkecomb, francia salátával",1,"rántott csirkecomb , francia saláta",főétel,csirke,rántott
"Sajttal- sonkával töltött sertés batyu, párolt rizs, párolt zöldség c: fokhagymás pulykasült, tört burgonya, párolt káposzta",1,"sajttal- sonka töltött sertés batyu , párolt rizs , párolt zöldség c : fokhagymás pulykasült , tört burgonya , párolt káposzta",főétel,"csirke,sertés","sült,párolt,töltött"
"Kijevi pulykamell, rösztike",1,"Kijevi pulykamell , rösztike",főétel,csirke,
"Pulyapaprikás, kapros galuskával",1,"pulyapaprikás , kapros galuska",főétel,,
Tepsis sült csirkerészek vele sült zöldségekkel és pürével,1,Tepsis sül csirkerész vele sült zöldség és püre,főétel,csirke,"sült,tepsis"
"Rántott szelet, rizibizi, tartár",1,"rántott szél , rizibizi , tartár",főétel,,rántott
Csontleves - francia hagymaleves,1,Csontleves - francia hagymaleves,leves,,
"Szezámos sertésszelet fűszeres burgonyával, coleslaw salátával",1,"szezámos sertésszelet fűszeres burgonya , coleslaw saláta",főétel,sertés,
Thai rizs pirított csirkével,1,thai rizs pirít csirke,főétel,csirke,pirított
"Sárgaborsó főzelék sertéspörkölttel, sütemény",1,"Sárgaborsó főzelék sertéspörkölt , sütemény",desszert,sertés,pörkölt
"Ördöglepény törtburgonyával, friss saláta",1,"Ördöglepény törtburgonya , friss saláta",főétel,,
"Paprikás sertés szelet, tojásos tésztával",1,"paprikás sertés szél , tojásos tészta",főétel,sertés,
"Filézett csirkecomb, zöldséges bulgur, sajtmártás",1,"filézett csirkecomb , zöldséges bulgur , sajtmártás",főétel,csirke,
"Bakonyi sertéstokány, szarvacska tészta",1,"bakonyi sertéstokány , szarvacska tészta",főétel,sertés,
"Gombaleves - csirkemáj rizottó vagy borcsmártásos sertéskaraj, burgonya",1,"Gombaleves - csirkemáj rizottó vagy borcsmártásos sertéskaraj , burgonya",leves,"csirke,sertés",
"Narancsos csirkemell, párolt rizs c: Milánói sertés borda",1,"narancsos csirkemell , párolt rizs c : Milánói sertés borda",főétel,"csirke,sertés","párolt,milánói"
Sertéskaraj parasztosan rizzsel,1,Sertéskaraj parasztos rizz,főétel,sertés,
"Grillcsirke, vegyes körettel rizs, káposzta sali",1,"Grillcsirke , vegyes köret rizs , káposzta sali",főétel,csirke,grillezett
"Szezámmagos rántott sertés szelet, vajas burgonya, saláta",1,"szezámmagos rántott sertés szelet , vajas burgonya , saláta",főétel,sertés,rántott
"Rántott sertéskaraj, rizibizi",1,"rántott sertéskaraj , rizibizi",főétel,sertés,rántott
"Tökmagos halfilé, francia saláta, rizs",1,"tökmagos halfilé , francia saláta , rizs",főétel,hal,
Tárkonyos vegetáriánus zöldségleves,1,tárkonyos vegetáriánus zöldségleves,leves,vegetáriánus,
Bbq csirkeszárnyak majonézes burgonyával,1,Bbq csirkeszárny majonézes burgonya,főétel,csirke,
"Malacsült barna sörmártással, párolt káposztával hagymás tört burgonyával",1,"Malacsült barna sörmártás , párolt káposzta hagymás tör burgonya",főétel,sertés,"sült,párolt"
Fokhagymás tokány sárgaborsó főzelékkel,1,fokhagymás tokány sárgaborsó főzelék,főzelék,,
"Chili burger, sült krumplival",1,"Chili burger , sült krumpli",főétel,vegetáriánus,sült
"Sajttal - sonkával göngyölt borda, vegyes körettel",1,"Sajt - sonka göngyölt borda , vegyes köret",főétel,sertés,
Sertéspörkölt kelkáposztafőzelékkel,1,Sertéspörkölt kelkáposztafőzelék,főzelék,sertés,pörkölt
Bakonyi gombás pulykatokány tésztával,1,bakonyi gombás pulykatokány tészta,főétel,csirke,
Hagymás rostélyos steakburgonya,1,Hagymás rostélyos steakburgonya,főétel,,
Toscanai zöldségleves,1,Toscanai zöldségleves,leves,vegetáriánus,
Hamis gulyás - tárkonyos pulykaapró rizzsel vagy Bolognai spagetti,1,hamis gulyás - tárkonyos pulykaapró rizz vagy Bolognai spagetti,főétel,"csirke,marha",
Csikóstokány tarhonyával,1,Csikóstokány tarhonya,főétel,,
"Filézett csirkecomb füstölt szalonna, sajt, p.burgonya",1,"filézett csirkecomb füstöl szalonna , sajt , p.burgonya",főétel,"csirke,sertés",
"Párizsi sertés csíkok, petrezselymes burgonya, saláta c: roston sült tengeri halszelet budapest módra, párolt rizs",1,"párizsi sertés csík , petrezselymes burgonya , saláta c : rost sült tengeri halszelet budapest mód , párolt rizs",főétel,sertés,"sült,párolt,grillezett,párizsi"
Tojás leves,1,Tojás leves,leves,vegetáriánus,
Nagymama szilvás gombóca,1,Nagymama szilvás gombóca,desszert,,
Tojásos-gombás fasírt salátával,1,tojásos-gombás fasírt saláta,főétel,vegetáriánus,fasírozott
Marhapörkölt knédlivel,1,Marhapörkölt knédli,főétel,marha,pörkölt
Babgulyás - csirkeragu leves,1,Babgulyás - csirkeragu leves,leves,"csirke,marha",
"Bécsi szelet, majonézes burgonyasaláta",1,"bécsi szél , majonézes burgonyasaláta",főétel,,bécsi
"Tejberizs, eperkrémmel",1,"Tejberizs , eperkrém",főétel,,
"Babgulyás - sült derelye öntettel, káposztás tészta",1,"Babgulyás - sült derely öntet , káposztás tészta",leves,marha,sült
"Sült tarja, tepsis burgonya",1,"sül tar , tepsis burgonya",főétel,sertés,"sült,tepsis"
"Debreceni szelet, rizzsel",1,"debreceni szél , rizzsel",főétel,,
"Szezámmagos rántott sajt, püré",1,"szezámmagos rántott sajt , püré",főétel,vegetáriánus,rántott
"Sokmagvas csirkemell, sültburgonya",1,"Sokmagvas csirkemell , sültburgonya",főétel,csirke,sült
"Rántott sajt - Párizsi csirkemell, párolt rizs, majonézes burgonya",1,"rántott sajt - Párizsi csirkemell , párolt rizs , majonézes burgonya",főétel,csirke,"rántott,párolt,párizsi"
Zöldséges rakott húsos tészta,1,zöldséges rak húsos tészta,főétel,vegetáriánus,rakott
"Rántott csirkecomb, krokett",1,"rántott csirkecomb , krokett",főétel,csirke,rántott
"Natúr karaj, kolbász, lilahagyma, bacon, tejföl, füstölt sajt",1,"Natúr karaj , kolbász , lilahagyma , bac , tejföl , füstölt sajt",főétel,sertés,
Töltött papirka,1,töltött papirka,főétel,,töltött
"Betyárgulyás - palacsinta, káposztás tészta",1,"Betyárgulyás - palacsinta , káposztás tészta",desszert,marha,
"Kondorosi sertés, tészta",1,"Kondorosi sertés , tészta",főétel,sertés,
"Tarhonyaleves, kolbászmorzsa",1,"Tarhonyaleves , kolbászmorzsa",leves,sertés,
Hawaii szelet rizzsel,1,Hawaii szelet rizzsel,főétel,,
"Rántott sajt - rántott velő, párolt rizs, majonézes kukorica",1,"rántott sajt - ránt velő , párolt rizs , majonézes kukorica",főétel,vegetáriánus,"rántott,párolt"
Bánffy sertésmáj petrezselymes burgonya,1,Bánffy sertésmáj petrezselymes burgonya,főétel,sertés,
Lekváros bukta,1,lekváros bukta,desszert,,
"Csőben sült barackos csirkemell, párolt rizs c: Milánói sertés borda",1,"cső sült barackos csirkemell , párolt rizs c : Milánói sertés borda",főétel,"csirke,sertés","sült,párolt,milánói"
Palóc gulyásleves,1,Palóc gulyásleves,leves,marha,
"Gyümölcsleves, kemencés kacsacomb, burgonya krokettel, piszke szósszal",1,"gyümölcsleves , kemencés kacsacomb , burgonya kroket , piszke szósz",leves,,
"Sertés erdőkerülő módra, steak burgonya",1,"sertés erdőkerülő mód , steak burgonya",főétel,sertés,
Gulyásleves - mogyorókrémes gombóc vagy káposztás tészta,1,Gulyásleves - mogyorókrémes gombóc vagy káposztás tészta,leves,marha,
"Hamis gulyás - sonkával töltött sajt rizzsel, tartár vagy rántott halrúd, rizibizi",1,"hamis gulyás - sonka töltött sajt rizz , tartár vagy ránt halrúd , rizibizi",főétel,"sertés,marha","rántott,töltött"
Párizsi csirkemell szivárvány zöldséggel,1,párizsi csirkemell szivárvány zöldség,főétel,csirke,párizsi
"Baconos csirkemell, zöldséges bulgur",1,"baconos csirkemell , zöldséges bulgur",főétel,"csirke,sertés",
Csőben sült tejszínes baconos csirkemell,1,cső sült tejszínes baconos csirkemell,főétel,"csirke,sertés",sült
Zúzapörkölt galuskával b: rakott zöldbab,1,Zúzapörkölt galuska b : rak zöldbab,főétel,vegetáriánus,"rakott,pörkölt"
Tejfölös sertéspaprikás tésztával,1,Tejfölös sertéspaprikás tészta,főétel,sertés,
Rántott karfiol tartármártással jázmin rizzsel,1,rántott karfiol tartármártás jázmin rizz,főétel,vegetáriánus,rántott
"Rántott csirkecomb, kukorica salátával",1,"rántott csirkecomb , kukorica saláta",főétel,csirke,rántott
"Pankós rántott csirkecomb, petrezselymes burgonya",1,"Pankós rántott csirkecomb , petrezselymes burgonya",főétel,csirke,rántott
"Görög sertés szelet, burgonyapüré",1,"görög sertés szél , burgonyapüré",főétel,sertés,
Meggyszósz roston csirkemellel,1,meggyszósz roston csirkemel,főétel,csirke,grillezett
"Gulyásleves - vargabéles, darás tészta",1,"Gulyásleves - vargabéles , darás tészta",leves,marha,
"Sült hekk, rizs, francia saláta",1,"sült hekk , rizs , francia saláta",főétel,hal,sült
"Budapest sertésszelet, hagymás rizs",1,"Budapest sertésszelet , hagymás rizs",főétel,sertés,
"Zöldbab főzelék, fokhagymás natúrszelet",1,"Zöldbab főzelék , fokhagymás natúrszelet",főzelék,vegetáriánus,
Szarvas gulyás leves,1,Szarvas gulyás leves,leves,marha,
Sajtos sonkás szűzpecsenye lecsós karikaburgonyával,1,sajtos sonkás szűzpecsenye lecsós karikaburgonya,főétel,vegetáriánus,
"Gyümölcsleves, bécsi szelet majonézes buronyasaláta",1,"gyümölcsleves , bécsi szelet majonézes buronyasaláta",leves,,bécsi
"Babgulyás - túrós tészta, káposztás tészta",1,"Babgulyás - túrós tészta , káposztás tészta",leves,marha,
"Bableves - rántott sertésmáj bulgurral vagy magvas rántott szelet, kukoricás rizs",1,"bableves - rántott sertésmáj bulgur vagy magvas rántott szél , kukoricás rizs",leves,sertés,rántott
Rántott zöldségek jázmin rizzsel tartár mártással,1,rántott zöldség jázmin rizz tartár mártás,főétel,vegetáriánus,rántott
"Banconös sertésszelet, rizs",1,"banconös sertésszelet , rizs",főétel,sertés,
"Rántott sajt dollár burgonyával, tartárral",1,"rántott sajt dollár burgonya , tartár",főétel,vegetáriánus,rántott
Fokhagymás krémleves,1,fokhagymás krémleves,leves,,
"Feta sajttal töltött szelet, petrezselymes burgonyával",1,"Feta sajt töltött szél , petrezselymes burgonya",főétel,vegetáriánus,töltött
Natùr csirkemell sajttal sonkàval tötve baconbe tekerve rizzsel vagy sült krumplival 2390.,1,Natùr csirkemell sajt sonkà tötve bacon tekerve rizz vagy sül krumpli 2390.,főétel,"csirke,sertés",sült
Bajor grill kolbász cheddar sajtos tepsis burgonyával,1,bajor grill kolbász cheddar sajtos tepsis burgonya,főétel,sertés,"grillezett,tepsis"
Csirkemell szárnyas májas zöldborsós raguval rizzsel,1,Csirkemell szárnyas májas zöldborsós raguval rizz,főétel,csirke,
"Túrós tészta, pörccel",1,"Túrós tészta , pörc",főétel,vegetáriánus,
Babgulyás füstölt hússal,1,Babgulyás füstölt hús,leves,marha,
Csőben sült hawaii csirkemell rizzsel,1,cső sült hawaii csirkemell rizz,főétel,csirke,sült
"Natúr csirkemell jóasszony módra, párolt rizs, saláta",1,"Natúr csirkemell jóasszony mód , párolt rizs , saláta",főétel,csirke,párolt
"Csőben sült ananászos csirkemell, burgonyapüré",1,"cső sült ananászos csirkemell , burgonyapüré",főétel,csirke,sült
